settlement_id,payment_id,order_id,settlement_date,gross_amount,fee,tax,adjustment,net_amount,status
SET_42_13,PAY_42_263,ORD_42_287,2026-08-26T05:31:55.728614Z,141285,2825,508,0,137951,settled
SET_42_13,PAY_42_264,ORD_42_288,2026-08-26T05:31:55.728614Z,142556,2851,513,0,139191,settled
SET_42_13,PAY_42_265,ORD_42_290,2026-08-26T05:31:55.728614Z,100493,2009,361,0,98122,settled
SET_42_13,PAY_42_266,ORD_42_291,2026-08-26T05:31:55.728614Z,83508,1670,300,0,81537,settled
SET_42_13,PAY_42_267,ORD_42_292,2026-08-26T05:31:55.728614Z,100037,2000,360,0,97676,settled
SET_42_13,PAY_42_268,ORD_42_294,2026-08-26T05:31:55.728614Z,9804,196,35,0,9572,settled
SET_42_13,PAY_42_269,ORD_42_295,2026-08-26T05:31:55.728614Z,26409,528,95,0,25785,settled
SET_42_13,PAY_42_270,ORD_42_296,2026-08-26T05:31:55.728614Z,137974,2759,496,0,134718,settled
SET_42_13,PAY_42_271,ORD_42_297,2026-08-26T05:31:55.728614Z,37889,757,136,0,36995,settled
SET_42_13,PAY_42_272,ORD_42_298,2026-08-26T05:31:55.728614Z,19715,394,70,0,19250,settled
SET_42_13,PAY_42_273,ORD_42_299,2026-08-26T05:31:55.728614Z,163483,3269,588,0,159625,settled
SET_42_13,PAY_42_274,ORD_42_300,2026-08-26T05:31:55.728614Z,86231,1724,310,0,84196,settled
SET_42_13,PAY_42_275,ORD_42_301,2026-08-26T05:31:55.728614Z,83110,1662,299,0,81148,settled
SET_42_13,PAY_42_276,ORD_42_303,2026-08-26T05:31:55.728614Z,165555,3311,595,0,161648,settled
SET_42_13,PAY_42_277,ORD_42_304,2026-08-26T05:31:55.728614Z,195860,3917,705,0,191237,settled
SET_42_14,PAY_42_278,ORD_42_305,2026-08-28T05:31:55.728660Z,166233,3324,598,0,162310,settled
SET_42_14,PAY_42_280,ORD_42_307,2026-08-28T05:31:55.728660Z,85132,1702,306,0,83123,settled
SET_42_14,PAY_42_281,ORD_42_308,2026-08-28T05:31:55.728660Z,98362,1967,354,0,96040,settled
SET_42_14,PAY_42_282,ORD_42_309,2026-08-28T05:31:55.728660Z,108116,2162,389,0,105564,settled
SET_42_14,PAY_42_283,ORD_42_310,2026-08-28T05:31:55.728660Z,45993,919,165,0,44908,settled
SET_42_14,PAY_42_284,ORD_42_311,2026-08-28T05:31:55.728660Z,179179,3583,645,0,174950,settled
SET_42_14,PAY_42_285,ORD_42_312,2026-08-28T05:31:55.728660Z,60966,1219,219,0,59527,settled
SET_42_14,PAY_42_286,ORD_42_313,2026-08-28T05:31:55.728660Z,67032,1340,241,0,65450,settled
SET_42_14,PAY_42_287,ORD_42_314,2026-08-28T05:31:55.728660Z,75500,1510,271,0,73719,settled
SET_42_14,PAY_42_288,ORD_42_315,2026-08-28T05:31:55.728660Z,115896,2317,417,0,113161,settled
SET_42_14,PAY_42_289,ORD_42_317,2026-08-28T05:31:55.728660Z,119856,2397,431,0,117027,settled
SET_42_14,PAY_42_291,ORD_42_319,2026-08-28T05:31:55.728660Z,94198,1883,339,0,91975,settled
SET_42_14,PAY_42_292,ORD_42_323,2026-08-28T05:31:55.728660Z,130314,2606,469,0,127238,settled
SET_42_14,PAY_42_293,ORD_42_324,2026-08-28T05:31:55.728660Z,60424,1208,217,0,58998,settled
SET_42_14,PAY_42_294,ORD_42_325,2026-08-28T05:31:55.728660Z,166985,3339,601,0,163044,settled
SET_42_14,PAY_42_295,ORD_42_326,2026-08-28T05:31:55.728660Z,198170,3963,713,0,193493,settled
SET_42_14,PAY_42_296,ORD_42_327,2026-08-28T05:31:55.728660Z,35955,719,129,0,35106,settled
SET_42_14,PAY_42_297,ORD_42_328,2026-08-28T05:31:55.728660Z,10434,208,37,0,10188,settled
SET_42_14,PAY_42_299,ORD_42_330,2026-08-28T05:31:55.728660Z,77461,1549,278,0,75633,settled
SET_42_14,PAY_42_300,ORD_42_331,2026-08-28T05:31:55.728660Z,52737,1054,189,0,51493,settled
SET_42_15,PAY_42_301,ORD_42_332,2026-08-26T05:31:55.728698Z,96007,1920,345,0,93741,settled
SET_42_15,PAY_42_302,ORD_42_333,2026-08-26T05:31:55.728698Z,43234,864,155,0,42214,settled
SET_42_15,PAY_42_303,ORD_42_334,2026-08-26T05:31:55.728698Z,77469,1549,278,0,75641,settled
SET_42_15,PAY_42_304,ORD_42_335,2026-08-26T05:31:55.728698Z,30291,605,109,0,29576,settled
SET_42_15,PAY_42_305,ORD_42_338,2026-08-26T05:31:55.728698Z,23772,475,85,0,23211,settled
SET_42_15,PAY_42_306,ORD_42_339,2026-08-26T05:31:55.728698Z,140759,2815,506,0,137437,settled
SET_42_15,PAY_42_307,ORD_42_340,2026-08-26T05:31:55.728698Z,196448,3928,707,0,191812,settled
SET_42_15,PAY_42_309,ORD_42_342,2026-08-26T05:31:55.728698Z,61395,1227,221,0,59946,settled
SET_42_15,PAY_42_310,ORD_42_343,2026-08-26T05:31:55.728698Z,147269,2945,530,0,143793,settled
SET_42_15,PAY_42_311,ORD_42_344,2026-08-26T05:31:55.728698Z,169878,3397,611,0,165869,settled
SET_42_15,PAY_42_313,ORD_42_347,2026-08-26T05:31:55.728698Z,129238,2584,465,0,126188,settled
SET_42_15,PAY_42_314,ORD_42_348,2026-08-26T05:31:55.728698Z,141014,2820,507,0,137686,settled
SET_42_15,PAY_42_315,ORD_42_349,2026-08-26T05:31:55.728698Z,175863,3517,633,0,171712,settled
SET_42_15,PAY_42_316,ORD_42_350,2026-08-26T05:31:55.728698Z,141708,2834,510,0,138363,settled
SET_42_15,PAY_42_317,ORD_42_351,2026-08-26T05:31:55.728698Z,40607,812,146,0,39648,settled
SET_42_15,PAY_42_318,ORD_42_352,2026-08-26T05:31:55.728698Z,128379,2567,462,0,125349,settled
SET_42_15,PAY_42_319,ORD_42_353,2026-08-26T05:31:55.728698Z,181052,3621,651,0,176779,settled
SET_42_15,PAY_42_320,ORD_42_354,2026-08-26T05:31:55.728698Z,61995,1239,223,0,60532,settled
SET_42_15,PAY_42_322,ORD_42_356,2026-08-26T05:31:55.728698Z,15972,319,57,0,15595,settled
SET_42_15,PAY_42_323,ORD_42_357,2026-08-26T05:31:55.728698Z,32123,642,115,0,31365,settled
SET_42_16,PAY_42_324,ORD_42_358,2026-08-23T05:31:55.728731Z,173840,3476,625,0,169738,settled
SET_42_16,PAY_42_325,ORD_42_359,2026-08-23T05:31:55.728731Z,5698,113,20,0,5564,settled
SET_42_16,PAY_42_326,ORD_42_360,2026-08-23T05:31:55.728731Z,33110,662,119,0,32328,settled
SET_42_16,PAY_42_327,ORD_42_361,2026-08-23T05:31:55.728731Z,145382,2907,523,0,141951,settled
SET_42_16,PAY_42_328,ORD_42_362,2026-08-23T05:31:55.728731Z,61179,1223,220,0,59735,settled
SET_42_16,PAY_42_329,ORD_42_364,2026-08-23T05:31:55.728731Z,141714,2834,510,0,138369,settled
SET_42_16,PAY_42_330,ORD_42_365,2026-08-23T05:31:55.728731Z,173392,3467,624,0,169300,settled
SET_42_16,PAY_42_332,ORD_42_368,2026-08-23T05:31:55.728731Z,33328,666,119,0,32542,settled
SET_42_16,PAY_42_333,ORD_42_369,2026-08-23T05:31:55.728731Z,195571,3911,704,0,190955,settled
SET_42_16,PAY_42_334,ORD_42_370,2026-08-23T05:31:55.728731Z,95006,1900,342,0,92763,settled
SET_42_16,PAY_42_335,ORD_42_371,2026-08-23T05:31:55.728731Z,132178,2643,475,0,129059,settled
SET_42_16,PAY_42_336,ORD_42_372,2026-08-23T05:31:55.728731Z,190742,3814,686,0,186241,settled
SET_42_16,PAY_42_338,ORD_42_374,2026-08-23T05:31:55.728731Z,125662,2513,452,0,122696,settled
SET_42_16,PAY_42_339,ORD_42_375,2026-08-23T05:31:55.728731Z,28401,568,102,0,27730,settled
SET_42_16,PAY_42_340,ORD_42_376,2026-08-23T05:31:55.728731Z,21278,425,76,0,20776,settled
SET_42_16,PAY_42_341,ORD_42_377,2026-08-23T05:31:55.728731Z,33180,663,119,0,32397,settled
SET_42_16,PAY_42_342,ORD_42_378,2026-08-23T05:31:55.728731Z,143848,2876,517,0,140454,settled
SET_42_16,PAY_42_343,ORD_42_379,2026-08-23T05:31:55.728731Z,139182,2783,501,0,135897,settled
SET_42_16,PAY_42_344,ORD_42_380,2026-08-23T05:31:55.728731Z,112874,2257,406,0,110210,settled
SET_42_16,PAY_42_345,ORD_42_381,2026-08-23T05:31:55.728731Z,171729,3434,618,0,167676,settled
SET_42_17,PAY_42_346,ORD_42_382,2026-08-23T05:31:55.728764Z,56467,1129,203,0,55134,settled
SET_42_17,PAY_42_347,ORD_42_383,2026-08-23T05:31:55.728764Z,88948,1778,320,0,86849,settled
SET_42_17,PAY_42_348,ORD_42_384,2026-08-23T05:31:55.728764Z,191363,3827,688,0,186847,settled
SET_42_17,PAY_42_349,ORD_42_385,2026-08-23T05:31:55.728764Z,174454,3489,628,0,170336,settled
SET_42_17,PAY_42_350,ORD_42_386,2026-08-23T05:31:55.728764Z,124426,2488,447,0,121490,settled
SET_42_17,PAY_42_351,ORD_42_387,2026-08-23T05:31:55.728764Z,113313,2266,407,0,110639,settled
SET_42_17,PAY_42_352,ORD_42_388,2026-08-23T05:31:55.728764Z,34208,684,123,0,33400,settled
SET_42_17,PAY_42_353,ORD_42_389,2026-08-23T05:31:55.728764Z,147316,2946,530,0,143839,settled
SET_42_17,PAY_42_354,ORD_42_390,2026-08-23T05:31:55.728764Z,107791,2155,388,0,105247,settled
SET_42_17,PAY_42_355,ORD_42_391,2026-08-23T05:31:55.728764Z,196782,3935,708,0,192138,settled
SET_42_17,PAY_42_356,ORD_42_392,2026-08-23T05:31:55.728764Z,75500,1510,271,0,73719,settled
SET_42_17,PAY_42_357,ORD_42_393,2026-08-23T05:31:55.728764Z,151597,3031,545,0,148020,settled
SET_42_17,PAY_42_360,ORD_42_396,2026-08-23T05:31:55.728764Z,150596,3011,542,0,147042,settled
SET_42_17,PAY_42_361,ORD_42_398,2026-08-23T05:31:55.728764Z,177041,3540,637,0,172863,settled
SET_42_17,PAY_42_362,ORD_42_399,2026-08-23T05:31:55.728764Z,172546,3450,621,0,168474,settled
SET_42_17,PAY_42_363,ORD_42_400,2026-08-23T05:31:55.728764Z,47394,947,170,0,46276,settled
SET_42_17,PAY_42_364,ORD_42_401,2026-08-23T05:31:55.728764Z,89182,1783,321,0,87077,settled
SET_42_17,PAY_42_365,ORD_42_402,2026-08-23T05:31:55.728764Z,37652,753,135,0,36763,settled
SET_42_17,PAY_42_366,ORD_42_403,2026-08-23T05:31:55.728764Z,37291,745,134,0,36411,settled
SET_42_17,PAY_42_367,ORD_42_404,2026-08-23T05:31:55.728764Z,195688,3913,704,0,191070,settled
SET_42_18,PAY_42_368,ORD_42_405,2026-08-28T05:31:55.728797Z,119020,2380,428,0,116211,settled
SET_42_18,PAY_42_369,ORD_42_406,2026-08-28T05:31:55.728797Z,189262,3785,681,0,184795,settled
SET_42_18,PAY_42_371,ORD_42_408,2026-08-28T05:31:55.728797Z,197870,3957,712,0,193200,settled
SET_42_18,PAY_42_372,ORD_42_409,2026-08-28T05:31:55.728797Z,71430,1428,257,0,69744,settled
SET_42_18,PAY_42_373,ORD_42_410,2026-08-28T05:31:55.728797Z,159241,3184,573,0,155483,settled
SET_42_18,PAY_42_374,ORD_42_411,2026-08-28T05:31:55.728797Z,198003,3960,712,0,193330,settled
SET_42_18,PAY_42_375,ORD_42_412,2026-08-28T05:31:55.728797Z,29169,583,105,0,28480,settled
SET_42_18,PAY_42_376,ORD_42_413,2026-08-28T05:31:55.728797Z,127667,2553,459,0,124654,settled
SET_42_18,PAY_42_377,ORD_42_414,2026-08-28T05:31:55.728797Z,57907,1158,208,0,56540,settled
SET_42_18,PAY_42_379,ORD_42_416,2026-08-28T05:31:55.728797Z,36075,721,129,0,35224,settled
SET_42_18,PAY_42_380,ORD_42_418,2026-08-28T05:31:55.728797Z,46157,923,166,0,45067,settled
SET_42_18,PAY_42_381,ORD_42_419,2026-08-28T05:31:55.728797Z,60422,1208,217,0,58996,settled
SET_42_18,PAY_42_382,ORD_42_420,2026-08-28T05:31:55.728797Z,92942,1858,334,0,90749,settled
SET_42_18,PAY_42_383,ORD_42_422,2026-08-28T05:31:55.728797Z,82166,1643,295,0,80227,settled
SET_42_18,PAY_42_384,ORD_42_423,2026-08-28T05:31:55.728797Z,186090,3721,669,0,181699,settled
SET_42_18,PAY_42_385,ORD_42_425,2026-08-28T05:31:55.728797Z,162137,3242,583,0,158311,settled
SET_42_18,PAY_42_386,ORD_42_426,2026-08-28T05:31:55.728797Z,94957,1899,341,0,92716,settled
SET_42_18,PAY_42_388,ORD_42_428,2026-08-28T05:31:55.728797Z,103847,2076,373,0,101397,settled
SET_42_18,PAY_42_389,ORD_42_429,2026-08-28T05:31:55.728797Z,58183,1163,209,0,56810,settled
SET_42_18,PAY_42_390,ORD_42_430,2026-08-28T05:31:55.728797Z,133920,2678,482,0,130759,settled
SET_42_19,PAY_42_391,ORD_42_431,2026-08-24T05:31:55.728832Z,50930,1018,183,0,49728,settled
SET_42_19,PAY_42_392,ORD_42_433,2026-08-24T05:31:55.728832Z,38816,776,139,0,37900,settled
SET_42_19,PAY_42_393,ORD_42_434,2026-08-24T05:31:55.728832Z,51813,1036,186,0,50590,settled
SET_42_19,PAY_42_394,ORD_42_435,2026-08-24T05:31:55.728832Z,199107,3982,716,0,194408,settled
SET_42_19,PAY_42_395,ORD_42_436,2026-08-24T05:31:55.728832Z,164713,3294,592,0,160826,settled
SET_42_19,PAY_42_396,ORD_42_437,2026-08-24T05:31:55.728832Z,199297,3985,717,0,194594,settled
SET_42_19,PAY_42_397,ORD_42_438,2026-08-24T05:31:55.728832Z,148078,2961,533,0,144583,settled
SET_42_19,PAY_42_398,ORD_42_439,2026-08-24T05:31:55.728832Z,164521,3290,592,0,160638,settled
SET_42_19,PAY_42_400,ORD_42_441,2026-08-24T05:31:55.728832Z,72104,1442,259,0,70402,settled
SET_42_19,PAY_42_402,ORD_42_443,2026-08-24T05:31:55.728832Z,15013,300,54,0,14658,settled
SET_42_19,PAY_42_403,ORD_42_444,2026-08-24T05:31:55.728832Z,169095,3381,608,0,165105,settled
SET_42_19,PAY_42_404,ORD_42_445,2026-08-24T05:31:55.728832Z,155834,3116,561,0,152156,settled
SET_42_19,PAY_42_405,ORD_42_447,2026-08-24T05:31:55.728832Z,10853,217,39,0,10596,settled
SET_42_19,PAY_42_406,ORD_42_448,2026-08-24T05:31:55.728832Z,49445,988,178,0,48278,settled
SET_42_19,PAY_42_407,ORD_42_451,2026-08-24T05:31:55.728832Z,169478,3389,610,0,165478,settled
SET_42_19,PAY_42_409,ORD_42_454,2026-08-24T05:31:55.728832Z,74258,1485,267,0,72505,settled
SET_42_19,PAY_42_410,ORD_42_455,2026-08-24T05:31:55.728832Z,156832,3136,564,0,153131,settled
SET_42_19,PAY_42_411,ORD_42_456,2026-08-24T05:31:55.728832Z,87826,1756,316,0,85753,settled
SET_42_19,PAY_42_412,ORD_42_457,2026-08-24T05:31:55.728832Z,177933,3558,640,0,173734,settled
SET_42_19,PAY_42_415,ORD_42_461,2026-08-24T05:31:55.728832Z,172080,3441,619,0,168019,settled
SET_42_20,PAY_42_416,ORD_42_462,2026-08-28T05:31:55.728873Z,156086,3121,561,0,152403,settled
SET_42_20,PAY_42_417,ORD_42_463,2026-08-28T05:31:55.728873Z,146618,2932,527,0,143158,settled
SET_42_20,PAY_42_418,ORD_42_464,2026-08-28T05:31:55.728873Z,33600,672,120,0,32808,settled
SET_42_20,PAY_42_419,ORD_42_465,2026-08-28T05:31:55.728873Z,138090,2761,497,0,134831,settled
SET_42_20,PAY_42_420,ORD_42_466,2026-08-28T05:31:55.728873Z,133397,2667,480,0,130249,settled
SET_42_20,PAY_42_421,ORD_42_468,2026-08-28T05:31:55.728873Z,127573,2551,459,0,124562,settled
SET_42_20,PAY_42_422,ORD_42_469,2026-08-28T05:31:55.728873Z,20328,406,73,0,19848,settled
SET_42_20,PAY_42_423,ORD_42_470,2026-08-28T05:31:55.728873Z,141597,2831,509,0,138256,settled
SET_42_20,PAY_42_424,ORD_42_471,2026-08-28T05:31:55.728873Z,173620,3472,625,0,169522,settled
SET_42_20,PAY_42_425,ORD_42_472,2026-08-28T05:31:55.728873Z,156664,3133,563,0,152967,settled
SET_42_20,PAY_42_426,ORD_42_473,2026-08-28T05:31:55.728873Z,181725,3634,654,0,177436,settled
SET_42_20,PAY_42_427,ORD_42_475,2026-08-28T05:31:55.728873Z,188735,3774,679,0,184281,settled
SET_42_20,PAY_42_428,ORD_42_476,2026-08-28T05:31:55.728873Z,74792,1495,269,0,73027,settled
SET_42_20,PAY_42_429,ORD_42_477,2026-08-28T05:31:55.728873Z,140087,2801,504,0,136781,settled
SET_42_20,PAY_42_430,ORD_42_478,2026-08-28T05:31:55.728873Z,50960,1019,183,0,49757,settled
SET_42_20,PAY_42_432,ORD_42_480,2026-08-28T05:31:55.728873Z,138370,2767,498,0,135104,settled
SET_42_20,PAY_42_433,ORD_42_481,2026-08-28T05:31:55.728873Z,52449,1048,188,0,51212,settled
SET_42_20,PAY_42_434,ORD_42_482,2026-08-28T05:31:55.728873Z,65636,1312,236,0,64087,settled
SET_42_20,PAY_42_435,ORD_42_483,2026-08-28T05:31:55.728873Z,97411,1948,350,0,95112,settled
SET_42_20,PAY_42_436,ORD_42_484,2026-08-28T05:31:55.728873Z,135342,2706,487,0,132148,settled
SET_42_21,PAY_42_437,ORD_42_485,2026-08-27T05:31:55.728906Z,42124,842,151,0,41130,settled
SET_42_21,PAY_42_438,ORD_42_486,2026-08-27T05:31:55.728906Z,114780,2295,413,0,112071,settled
SET_42_21,PAY_42_439,ORD_42_487,2026-08-27T05:31:55.728906Z,118360,2367,426,0,115566,settled
SET_42_21,PAY_42_440,ORD_42_488,2026-08-27T05:31:55.728906Z,14060,281,50,0,13728,settled
SET_42_21,PAY_42_441,ORD_42_490,2026-08-27T05:31:55.728906Z,7489,149,26,0,7313,settled
SET_42_21,PAY_42_442,ORD_42_491,2026-08-27T05:31:55.728906Z,187455,3749,674,0,183031,settled
SET_42_21,PAY_42_443,ORD_42_492,2026-08-27T05:31:55.728906Z,10140,202,36,0,9901,settled
SET_42_21,PAY_42_444,ORD_42_493,2026-08-27T05:31:55.728906Z,36483,729,131,0,35622,settled
SET_42_21,PAY_42_446,ORD_42_496,2026-08-27T05:31:55.728906Z,190740,3814,686,0,186239,settled
SET_42_21,PAY_42_447,ORD_42_497,2026-08-27T05:31:55.728906Z,75624,1512,272,0,73839,settled
SET_42_21,PAY_42_448,ORD_42_498,2026-08-27T05:31:55.728906Z,62605,1252,225,0,61127,settled
SET_42_21,PAY_42_449,ORD_42_499,2026-08-27T05:31:55.728906Z,16564,331,59,0,16173,settled
