payment_id,order_id,customer_id,amount,currency,method,status,captured_at,created_at
PAY_42_200,ORD_42_216,CUST_17259,181447,INR,wallet,captured,2026-07-29T05:31:55.724618Z,2026-07-29T05:31:55.724618Z
PAY_42_201,ORD_42_217,CUST_4071,96836,INR,card,captured,2026-08-08T05:31:55.724622Z,2026-08-08T05:31:55.724622Z
PAY_42_202,ORD_42_219,CUST_12833,92325,INR,netbanking,captured,2026-08-18T05:31:55.724628Z,2026-08-18T05:31:55.724628Z
PAY_42_203,ORD_42_220,CUST_38817,66003,INR,card,captured,2026-08-02T05:31:55.724633Z,2026-08-02T05:31:55.724633Z
PAY_42_204,ORD_42_221,CUST_25521,82819,INR,upi,captured,2026-08-04T05:31:55.724637Z,2026-08-04T05:31:55.724637Z
PAY_42_205,ORD_42_222,CUST_5056,199903,INR,netbanking,captured,2026-08-28T05:31:55.724641Z,2026-08-28T05:31:55.724641Z
PAY_42_206,ORD_42_223,CUST_49986,193720,INR,wallet,captured,2026-08-25T05:31:55.724645Z,2026-08-25T05:31:55.724645Z
PAY_42_207,ORD_42_224,CUST_29964,199383,INR,card,captured,2026-08-10T05:31:55.724649Z,2026-08-10T05:31:55.724649Z
PAY_42_208,ORD_42_225,CUST_44852,50986,INR,upi,captured,2026-08-05T05:31:55.724653Z,2026-08-05T05:31:55.724653Z
PAY_42_209,ORD_42_228,CUST_20359,76681,INR,netbanking,captured,2026-08-06T05:31:55.724658Z,2026-08-06T05:31:55.724658Z
PAY_42_210,ORD_42_229,CUST_19994,197439,INR,card,captured,2026-08-27T05:31:55.724663Z,2026-08-27T05:31:55.724663Z
PAY_42_211,ORD_42_230,CUST_46814,74637,INR,netbanking,captured,2026-08-17T05:31:55.724667Z,2026-08-17T05:31:55.724667Z
PAY_42_212,ORD_42_232,CUST_41462,125333,INR,netbanking,captured,2026-08-08T05:31:55.724671Z,2026-08-08T05:31:55.724671Z
PAY_42_213,ORD_42_233,CUST_3064,129008,INR,wallet,captured,2026-08-21T05:31:55.724678Z,2026-08-21T05:31:55.724678Z
PAY_42_214,ORD_42_234,CUST_705,14153,INR,card,captured,2026-08-13T05:31:55.724686Z,2026-08-13T05:31:55.724686Z
PAY_42_215,ORD_42_235,CUST_29667,79748,INR,netbanking,captured,2026-08-10T05:31:55.724690Z,2026-08-10T05:31:55.724690Z
PAY_42_216,ORD_42_236,CUST_32888,146395,INR,netbanking,captured,2026-08-10T05:31:55.724695Z,2026-08-10T05:31:55.724695Z
PAY_42_217,ORD_42_237,CUST_46514,162214,INR,upi,captured,2026-08-12T05:31:55.724699Z,2026-08-12T05:31:55.724699Z
PAY_42_218,ORD_42_238,CUST_47015,118199,INR,wallet,captured,2026-08-12T05:31:55.724703Z,2026-08-12T05:31:55.724703Z
PAY_42_219,ORD_42_240,CUST_49144,162898,INR,card,captured,2026-08-09T05:31:55.724707Z,2026-08-09T05:31:55.724707Z
PAY_42_220,ORD_42_241,CUST_23072,54570,INR,netbanking,captured,2026-08-24T05:31:55.724717Z,2026-08-24T05:31:55.724717Z
PAY_42_221,ORD_42_242,CUST_7608,21382,INR,wallet,captured,2026-08-03T05:31:55.724721Z,2026-08-03T05:31:55.724721Z
PAY_42_222,ORD_42_243,CUST_683,19777,INR,wallet,captured,2026-08-05T05:31:55.724726Z,2026-08-05T05:31:55.724726Z
PAY_42_223,ORD_42_244,CUST_16961,180814,INR,wallet,captured,2026-08-13T05:31:55.724730Z,2026-08-13T05:31:55.724730Z
PAY_42_224,ORD_42_245,CUST_49267,60780,INR,upi,captured,2026-08-05T05:31:55.724734Z,2026-08-05T05:31:55.724734Z
PAY_42_225,ORD_42_246,CUST_19298,119121,INR,wallet,captured,2026-08-15T05:31:55.724738Z,2026-08-15T05:31:55.724738Z
PAY_42_226,ORD_42_247,CUST_38191,69451,INR,card,captured,2026-08-13T05:31:55.724742Z,2026-08-13T05:31:55.724742Z
PAY_42_227,ORD_42_248,CUST_6516,173425,INR,card,captured,2026-08-10T05:31:55.724746Z,2026-08-10T05:31:55.724746Z
PAY_42_228,ORD_42_249,CUST_22636,30187,INR,wallet,captured,2026-08-19T05:31:55.724750Z,2026-08-19T05:31:55.724750Z
PAY_42_229,ORD_42_250,CUST_5185,69733,INR,netbanking,captured,2026-08-21T05:31:55.724754Z,2026-08-21T05:31:55.724754Z
PAY_42_230,ORD_42_251,CUST_20785,43595,INR,upi,captured,2026-08-04T05:31:55.724758Z,2026-08-04T05:31:55.724758Z
PAY_42_231,ORD_42_252,CUST_46572,149314,INR,card,captured,2026-08-07T05:31:55.724762Z,2026-08-07T05:31:55.724762Z
PAY_42_232,ORD_42_253,CUST_22746,122966,INR,wallet,captured,2026-08-23T05:31:55.724767Z,2026-08-23T05:31:55.724767Z
PAY_42_233,ORD_42_254,CUST_47387,71467,INR,netbanking,captured,2026-08-03T05:31:55.724771Z,2026-08-03T05:31:55.724771Z
PAY_42_234,ORD_42_255,CUST_3073,21187,INR,card,captured,2026-08-18T05:31:55.724777Z,2026-08-18T05:31:55.724777Z
PAY_42_235,ORD_42_256,CUST_37127,84594,INR,upi,captured,2026-08-24T05:31:55.724781Z,2026-08-24T05:31:55.724781Z
PAY_42_236,ORD_42_259,CUST_18305,70750,INR,card,captured,2026-08-04T05:31:55.724786Z,2026-08-04T05:31:55.724786Z
PAY_42_237,ORD_42_260,CUST_41021,123438,INR,netbanking,captured,2026-08-06T05:31:55.724790Z,2026-08-06T05:31:55.724790Z
PAY_42_238,ORD_42_261,CUST_38126,73017,INR,card,captured,2026-08-25T05:31:55.724794Z,2026-08-25T05:31:55.724794Z
PAY_42_239,ORD_42_262,CUST_19064,166505,INR,netbanking,captured,2026-08-10T05:31:55.724798Z,2026-08-10T05:31:55.724798Z
PAY_42_240,ORD_42_263,CUST_33622,91315,INR,upi,captured,2026-08-07T05:31:55.724802Z,2026-08-07T05:31:55.724802Z
PAY_42_241,ORD_42_264,CUST_9696,27520,INR,wallet,captured,2026-08-15T05:31:55.724807Z,2026-08-15T05:31:55.724807Z
PAY_42_242,ORD_42_265,CUST_28783,181942,INR,card,captured,2026-08-10T05:31:55.724811Z,2026-08-10T05:31:55.724811Z
PAY_42_243,ORD_42_266,CUST_34618,105076,INR,card,captured,2026-08-10T05:31:55.724815Z,2026-08-10T05:31:55.724815Z
PAY_42_244,ORD_42_267,CUST_40673,119329,INR,card,captured,2026-08-01T05:31:55.724819Z,2026-08-01T05:31:55.724819Z
PAY_42_245,ORD_42_269,CUST_1773,134998,INR,card,captured,2026-08-03T05:31:55.724823Z,2026-08-03T05:31:55.724823Z
PAY_42_246,ORD_42_270,CUST_3512,142337,INR,netbanking,captured,2026-08-13T05:31:55.724827Z,2026-08-13T05:31:55.724827Z
PAY_42_247,ORD_42_271,CUST_33957,136005,INR,upi,captured,2026-08-23T05:31:55.724832Z,2026-08-23T05:31:55.724832Z
PAY_42_248,ORD_42_272,CUST_27233,164047,INR,card,captured,2026-08-22T05:31:55.724836Z,2026-08-22T05:31:55.724836Z
PAY_42_249,ORD_42_273,CUST_35090,70107,INR,upi,captured,2026-08-01T05:31:55.724841Z,2026-08-01T05:31:55.724841Z
PAY_42_250,ORD_42_274,CUST_25061,183142,INR,netbanking,captured,2026-08-08T05:31:55.724845Z,2026-08-08T05:31:55.724845Z
PAY_42_251,ORD_42_275,CUST_18094,159712,INR,upi,captured,2026-08-02T05:31:55.724849Z,2026-08-02T05:31:55.724849Z
PAY_42_252,ORD_42_276,CUST_26134,81561,INR,netbanking,captured,2026-08-10T05:31:55.724853Z,2026-08-10T05:31:55.724853Z
PAY_42_253,ORD_42_277,CUST_45862,24534,INR,wallet,captured,2026-08-08T05:31:55.724857Z,2026-08-08T05:31:55.724857Z
PAY_42_254,ORD_42_278,CUST_6350,30893,INR,upi,captured,2026-08-20T05:31:55.724862Z,2026-08-20T05:31:55.724862Z
PAY_42_255,ORD_42_279,CUST_23144,187953,INR,wallet,captured,2026-08-02T05:31:55.724865Z,2026-08-02T05:31:55.724865Z
PAY_42_256,ORD_42_280,CUST_22578,109018,INR,upi,captured,2026-08-14T05:31:55.724869Z,2026-08-14T05:31:55.724869Z
PAY_42_257,ORD_42_281,CUST_36777,119843,INR,card,captured,2026-08-14T05:31:55.724873Z,2026-08-14T05:31:55.724873Z
PAY_42_258,ORD_42_282,CUST_21693,157223,INR,card,captured,2026-08-17T05:31:55.724878Z,2026-08-17T05:31:55.724878Z
PAY_42_259,ORD_42_283,CUST_27869,18400,INR,netbanking,captured,2026-08-18T05:31:55.724882Z,2026-08-18T05:31:55.724882Z
PAY_42_260,ORD_42_284,CUST_21440,133200,INR,card,captured,2026-08-19T05:31:55.724886Z,2026-08-19T05:31:55.724886Z
PAY_42_261,ORD_42_285,CUST_12980,190429,INR,card,captured,2026-08-19T05:31:55.724890Z,2026-08-19T05:31:55.724890Z
PAY_42_262,ORD_42_286,CUST_21985,173099,INR,wallet,captured,2026-08-28T05:31:55.724894Z,2026-08-28T05:31:55.724894Z
PAY_42_263,ORD_42_287,CUST_25142,141285,INR,card,captured,2026-08-07T05:31:55.724899Z,2026-08-07T05:31:55.724899Z
PAY_42_264,ORD_42_288,CUST_7651,142556,INR,card,captured,2026-08-22T05:31:55.724903Z,2026-08-22T05:31:55.724903Z
PAY_42_265,ORD_42_290,CUST_29112,100493,INR,netbanking,captured,2026-08-27T05:31:55.724906Z,2026-08-27T05:31:55.724906Z
PAY_42_266,ORD_42_291,CUST_1495,83508,INR,netbanking,captured,2026-08-15T05:31:55.724912Z,2026-08-15T05:31:55.724912Z
PAY_42_267,ORD_42_292,CUST_16659,100037,INR,card,captured,2026-08-02T05:31:55.724917Z,2026-08-02T05:31:55.724917Z
PAY_42_268,ORD_42_294,CUST_44273,9804,INR,card,captured,2026-07-31T05:31:55.724921Z,2026-07-31T05:31:55.724921Z
PAY_42_269,ORD_42_295,CUST_34040,26409,INR,upi,captured,2026-08-14T05:31:55.724925Z,2026-08-14T05:31:55.724925Z
PAY_42_270,ORD_42_296,CUST_19232,137974,INR,card,captured,2026-08-07T05:31:55.724930Z,2026-08-07T05:31:55.724930Z
PAY_42_271,ORD_42_297,CUST_21083,37889,INR,upi,captured,2026-08-02T05:31:55.724934Z,2026-08-02T05:31:55.724934Z
PAY_42_272,ORD_42_298,CUST_44953,19715,INR,netbanking,captured,2026-08-04T05:31:55.724938Z,2026-08-04T05:31:55.724938Z
PAY_42_273,ORD_42_299,CUST_22259,163483,INR,upi,captured,2026-08-10T05:31:55.724942Z,2026-08-10T05:31:55.724942Z
PAY_42_274,ORD_42_300,CUST_8538,86231,INR,upi,captured,2026-08-01T05:31:55.724946Z,2026-08-01T05:31:55.724946Z
PAY_42_275,ORD_42_301,CUST_20312,83110,INR,upi,captured,2026-08-05T05:31:55.724950Z,2026-08-05T05:31:55.724950Z
PAY_42_276,ORD_42_303,CUST_36816,165555,INR,netbanking,captured,2026-08-21T05:31:55.724954Z,2026-08-21T05:31:55.724954Z
PAY_42_277,ORD_42_304,CUST_24714,195860,INR,netbanking,captured,2026-08-24T05:31:55.724958Z,2026-08-24T05:31:55.724958Z
PAY_42_278,ORD_42_305,CUST_6459,166233,INR,upi,captured,2026-07-30T05:31:55.724962Z,2026-07-30T05:31:55.724962Z
PAY_42_279,ORD_42_306,CUST_7315,43711,INR,card,failed,,2026-08-15T05:31:55.724967Z
PAY_42_280,ORD_42_307,CUST_12217,85132,INR,wallet,captured,2026-08-07T05:31:55.724971Z,2026-08-07T05:31:55.724971Z
PAY_42_281,ORD_42_308,CUST_27125,98362,INR,wallet,captured,2026-08-05T05:31:55.724975Z,2026-08-05T05:31:55.724975Z
PAY_42_282,ORD_42_309,CUST_43277,108116,INR,upi,captured,2026-08-05T05:31:55.724979Z,2026-08-05T05:31:55.724979Z
PAY_42_283,ORD_42_310,CUST_45971,45993,INR,wallet,captured,2026-08-14T05:31:55.724983Z,2026-08-14T05:31:55.724983Z
PAY_42_284,ORD_42_311,CUST_43484,179179,INR,netbanking,captured,2026-08-03T05:31:55.724988Z,2026-08-03T05:31:55.724988Z
PAY_42_285,ORD_42_312,CUST_36767,60966,INR,wallet,captured,2026-08-03T05:31:55.724992Z,2026-08-03T05:31:55.724992Z
PAY_42_286,ORD_42_313,CUST_26757,67032,INR,wallet,captured,2026-08-12T05:31:55.724996Z,2026-08-12T05:31:55.724996Z
PAY_42_287,ORD_42_314,CUST_5048,75500,INR,upi,captured,2026-08-13T05:31:55.725000Z,2026-08-13T05:31:55.725000Z
PAY_42_288,ORD_42_315,CUST_1137,115896,INR,wallet,captured,2026-08-07T05:31:55.725004Z,2026-08-07T05:31:55.725004Z
PAY_42_289,ORD_42_317,CUST_21624,119856,INR,upi,captured,2026-08-28T05:31:55.725008Z,2026-08-28T05:31:55.725008Z
PAY_42_290,ORD_42_318,CUST_35388,126770,INR,card,failed,,2026-08-21T05:31:55.725013Z
PAY_42_291,ORD_42_319,CUST_32465,94198,INR,upi,captured,2026-07-31T05:31:55.725016Z,2026-07-31T05:31:55.725016Z
PAY_42_292,ORD_42_323,CUST_48460,130314,INR,netbanking,captured,2026-08-25T05:31:55.725025Z,2026-08-25T05:31:55.725025Z
PAY_42_293,ORD_42_324,CUST_32493,60424,INR,upi,captured,2026-08-14T05:31:55.725029Z,2026-08-14T05:31:55.725029Z
PAY_42_294,ORD_42_325,CUST_3465,166985,INR,wallet,captured,2026-08-14T05:31:55.725033Z,2026-08-14T05:31:55.725033Z
PAY_42_295,ORD_42_326,CUST_20103,198170,INR,wallet,captured,2026-08-07T05:31:55.725037Z,2026-08-07T05:31:55.725037Z
PAY_42_296,ORD_42_327,CUST_18791,35955,INR,netbanking,captured,2026-07-29T05:31:55.725042Z,2026-07-29T05:31:55.725042Z
PAY_42_297,ORD_42_328,CUST_5774,10434,INR,card,captured,2026-08-26T05:31:55.725048Z,2026-08-26T05:31:55.725048Z
PAY_42_298,ORD_42_329,CUST_30432,152031,INR,card,failed,,2026-08-11T05:31:55.725052Z
PAY_42_299,ORD_42_330,CUST_3083,77461,INR,wallet,captured,2026-07-31T05:31:55.725057Z,2026-07-31T05:31:55.725057Z
PAY_42_300,ORD_42_331,CUST_32395,52737,INR,card,captured,2026-08-07T05:31:55.725062Z,2026-08-07T05:31:55.725062Z
PAY_42_301,ORD_42_332,CUST_17734,96007,INR,netbanking,captured,2026-08-20T05:31:55.725066Z,2026-08-20T05:31:55.725066Z
PAY_42_302,ORD_42_333,CUST_49731,43234,INR,upi,captured,2026-08-19T05:31:55.725070Z,2026-08-19T05:31:55.725070Z
PAY_42_303,ORD_42_334,CUST_41919,77469,INR,wallet,captured,2026-08-18T05:31:55.725074Z,2026-08-18T05:31:55.725074Z
PAY_42_304,ORD_42_335,CUST_9670,30291,INR,netbanking,captured,2026-07-29T05:31:55.725078Z,2026-07-29T05:31:55.725078Z
PAY_42_305,ORD_42_338,CUST_43662,23772,INR,netbanking,captured,2026-08-22T05:31:55.725083Z,2026-08-22T05:31:55.725083Z
PAY_42_306,ORD_42_339,CUST_3340,140759,INR,upi,captured,2026-08-15T05:31:55.725087Z,2026-08-15T05:31:55.725087Z
PAY_42_307,ORD_42_340,CUST_6775,196448,INR,card,captured,2026-07-31T05:31:55.725092Z,2026-07-31T05:31:55.725092Z
PAY_42_308,ORD_42_341,CUST_6044,167491,INR,netbanking,failed,,2026-08-18T05:31:55.725096Z
PAY_42_309,ORD_42_342,CUST_45860,61395,INR,wallet,captured,2026-08-21T05:31:55.725101Z,2026-08-21T05:31:55.725101Z
PAY_42_310,ORD_42_343,CUST_40072,147269,INR,upi,captured,2026-08-09T05:31:55.725106Z,2026-08-09T05:31:55.725106Z
PAY_42_311,ORD_42_344,CUST_30847,169878,INR,netbanking,captured,2026-07-31T05:31:55.725110Z,2026-07-31T05:31:55.725110Z
PAY_42_312,ORD_42_345,CUST_20893,183883,INR,netbanking,failed,,2026-08-14T05:31:55.725115Z
PAY_42_313,ORD_42_347,CUST_1288,129238,INR,card,captured,2026-08-10T05:31:55.725119Z,2026-08-10T05:31:55.725119Z
PAY_42_314,ORD_42_348,CUST_36113,141014,INR,wallet,captured,2026-07-30T05:31:55.725123Z,2026-07-30T05:31:55.725123Z
PAY_42_315,ORD_42_349,CUST_27586,175863,INR,wallet,captured,2026-08-12T05:31:55.725129Z,2026-08-12T05:31:55.725129Z
PAY_42_316,ORD_42_350,CUST_22950,141708,INR,upi,captured,2026-08-03T05:31:55.725134Z,2026-08-03T05:31:55.725134Z
PAY_42_317,ORD_42_351,CUST_47471,40607,INR,card,captured,2026-07-31T05:31:55.725138Z,2026-07-31T05:31:55.725138Z
PAY_42_318,ORD_42_352,CUST_2809,128379,INR,wallet,captured,2026-08-14T05:31:55.725142Z,2026-08-14T05:31:55.725142Z
PAY_42_319,ORD_42_353,CUST_23365,181052,INR,card,captured,2026-08-16T05:31:55.725147Z,2026-08-16T05:31:55.725147Z
PAY_42_320,ORD_42_354,CUST_26971,61995,INR,card,captured,2026-08-02T05:31:55.725151Z,2026-08-02T05:31:55.725151Z
PAY_42_321,ORD_42_355,CUST_11940,96394,INR,netbanking,failed,,2026-08-17T05:31:55.725155Z
PAY_42_322,ORD_42_356,CUST_29468,15972,INR,upi,captured,2026-08-19T05:31:55.725161Z,2026-08-19T05:31:55.725161Z
PAY_42_323,ORD_42_357,CUST_49296,32123,INR,netbanking,captured,2026-08-08T05:31:55.725165Z,2026-08-08T05:31:55.725165Z
PAY_42_324,ORD_42_358,CUST_25529,173840,INR,wallet,captured,2026-08-16T05:31:55.725169Z,2026-08-16T05:31:55.725169Z
PAY_42_325,ORD_42_359,CUST_11421,5698,INR,card,captured,2026-07-31T05:31:55.725173Z,2026-07-31T05:31:55.725173Z
PAY_42_326,ORD_42_360,CUST_3592,33110,INR,netbanking,captured,2026-08-13T05:31:55.725177Z,2026-08-13T05:31:55.725177Z
PAY_42_327,ORD_42_361,CUST_41574,145382,INR,card,captured,2026-08-03T05:31:55.725182Z,2026-08-03T05:31:55.725182Z
PAY_42_328,ORD_42_362,CUST_21580,61179,INR,upi,captured,2026-07-29T05:31:55.725186Z,2026-07-29T05:31:55.725186Z
PAY_42_329,ORD_42_364,CUST_14178,141714,INR,netbanking,captured,2026-08-16T05:31:55.725190Z,2026-08-16T05:31:55.725190Z
PAY_42_330,ORD_42_365,CUST_32433,173392,INR,netbanking,captured,2026-08-04T05:31:55.725196Z,2026-08-04T05:31:55.725196Z
PAY_42_331,ORD_42_366,CUST_21951,94011,INR,wallet,failed,,2026-08-20T05:31:55.725201Z
PAY_42_332,ORD_42_368,CUST_43964,33328,INR,wallet,captured,2026-08-09T05:31:55.725205Z,2026-08-09T05:31:55.725205Z
PAY_42_333,ORD_42_369,CUST_47923,195571,INR,upi,captured,2026-08-01T05:31:55.725210Z,2026-08-01T05:31:55.725210Z
PAY_42_334,ORD_42_370,CUST_5337,95006,INR,upi,captured,2026-08-10T05:31:55.725214Z,2026-08-10T05:31:55.725214Z
PAY_42_335,ORD_42_371,CUST_5515,132178,INR,card,captured,2026-08-17T05:31:55.725219Z,2026-08-17T05:31:55.725219Z
PAY_42_336,ORD_42_372,CUST_34376,190742,INR,netbanking,captured,2026-08-20T05:31:55.725223Z,2026-08-20T05:31:55.725223Z
PAY_42_337,ORD_42_373,CUST_7423,79170,INR,upi,failed,,2026-08-11T05:31:55.725227Z
PAY_42_338,ORD_42_374,CUST_39018,125662,INR,upi,captured,2026-08-10T05:31:55.725230Z,2026-08-10T05:31:55.725230Z
PAY_42_339,ORD_42_375,CUST_12726,28401,INR,card,captured,2026-08-15T05:31:55.725235Z,2026-08-15T05:31:55.725235Z
PAY_42_340,ORD_42_376,CUST_43560,21278,INR,card,captured,2026-08-17T05:31:55.725239Z,2026-08-17T05:31:55.725239Z
PAY_42_341,ORD_42_377,CUST_40894,33180,INR,upi,captured,2026-08-23T05:31:55.725243Z,2026-08-23T05:31:55.725243Z
PAY_42_342,ORD_42_378,CUST_49389,143848,INR,upi,captured,2026-08-04T05:31:55.725247Z,2026-08-04T05:31:55.725247Z
PAY_42_343,ORD_42_379,CUST_25065,139182,INR,netbanking,captured,2026-07-31T05:31:55.725252Z,2026-07-31T05:31:55.725252Z
PAY_42_344,ORD_42_380,CUST_41966,112874,INR,card,captured,2026-08-19T05:31:55.725256Z,2026-08-19T05:31:55.725256Z
PAY_42_345,ORD_42_381,CUST_12458,171729,INR,netbanking,captured,2026-08-10T05:31:55.725260Z,2026-08-10T05:31:55.725260Z
PAY_42_346,ORD_42_382,CUST_32961,56467,INR,card,captured,2026-08-10T05:31:55.725264Z,2026-08-10T05:31:55.725264Z
PAY_42_347,ORD_42_383,CUST_12258,88948,INR,wallet,captured,2026-08-04T05:31:55.725269Z,2026-08-04T05:31:55.725269Z
PAY_42_348,ORD_42_384,CUST_16377,191363,INR,card,captured,2026-08-24T05:31:55.725274Z,2026-08-24T05:31:55.725274Z
PAY_42_349,ORD_42_385,CUST_43965,174454,INR,card,captured,2026-08-14T05:31:55.725280Z,2026-08-14T05:31:55.725280Z
PAY_42_350,ORD_42_386,CUST_24991,124426,INR,card,captured,2026-08-16T05:31:55.725285Z,2026-08-16T05:31:55.725285Z
PAY_42_351,ORD_42_387,CUST_33484,113313,INR,upi,captured,2026-08-21T05:31:55.725314Z,2026-08-21T05:31:55.725314Z
PAY_42_352,ORD_42_388,CUST_35554,34208,INR,netbanking,captured,2026-08-03T05:31:55.725323Z,2026-08-03T05:31:55.725323Z
PAY_42_353,ORD_42_389,CUST_13148,147316,INR,wallet,captured,2026-08-27T05:31:55.725328Z,2026-08-27T05:31:55.725328Z
PAY_42_354,ORD_42_390,CUST_27975,107791,INR,netbanking,captured,2026-08-14T05:31:55.725334Z,2026-08-14T05:31:55.725334Z
PAY_42_355,ORD_42_391,CUST_43746,196782,INR,upi,captured,2026-08-07T05:31:55.725339Z,2026-08-07T05:31:55.725339Z
PAY_42_356,ORD_42_392,CUST_7520,75500,INR,netbanking,captured,2026-08-08T05:31:55.725343Z,2026-08-08T05:31:55.725343Z
PAY_42_357,ORD_42_393,CUST_36807,151597,INR,card,captured,2026-08-27T05:31:55.725349Z,2026-08-27T05:31:55.725349Z
PAY_42_358,ORD_42_394,CUST_10868,126503,INR,netbanking,failed,,2026-07-31T05:31:55.725353Z
PAY_42_359,ORD_42_395,CUST_42246,145921,INR,netbanking,failed,,2026-08-06T05:31:55.725358Z
PAY_42_360,ORD_42_396,CUST_6441,150596,INR,card,captured,2026-08-12T05:31:55.725362Z,2026-08-12T05:31:55.725362Z
PAY_42_361,ORD_42_398,CUST_6009,177041,INR,netbanking,captured,2026-08-23T05:31:55.725366Z,2026-08-23T05:31:55.725366Z
PAY_42_362,ORD_42_399,CUST_25530,172546,INR,wallet,captured,2026-08-05T05:31:55.725371Z,2026-08-05T05:31:55.725371Z
PAY_42_363,ORD_42_400,CUST_7896,47394,INR,upi,captured,2026-08-05T05:31:55.725376Z,2026-08-05T05:31:55.725376Z
PAY_42_364,ORD_42_401,CUST_19755,89182,INR,wallet,captured,2026-08-22T05:31:55.725381Z,2026-08-22T05:31:55.725381Z
PAY_42_365,ORD_42_402,CUST_47391,37652,INR,netbanking,captured,2026-08-12T05:31:55.725404Z,2026-08-12T05:31:55.725404Z
PAY_42_366,ORD_42_403,CUST_41899,37291,INR,netbanking,captured,2026-08-06T05:31:55.725411Z,2026-08-06T05:31:55.725411Z
PAY_42_367,ORD_42_404,CUST_24695,195688,INR,netbanking,captured,2026-08-12T05:31:55.725416Z,2026-08-12T05:31:55.725416Z
PAY_42_368,ORD_42_405,CUST_21977,119020,INR,upi,captured,2026-08-01T05:31:55.725420Z,2026-08-01T05:31:55.725420Z
PAY_42_369,ORD_42_406,CUST_43826,189262,INR,card,captured,2026-08-28T05:31:55.725424Z,2026-08-28T05:31:55.725424Z
PAY_42_370,ORD_42_407,CUST_44401,22370,INR,wallet,failed,,2026-08-23T05:31:55.725429Z
PAY_42_371,ORD_42_408,CUST_48862,197870,INR,wallet,captured,2026-08-16T05:31:55.725433Z,2026-08-16T05:31:55.725433Z
PAY_42_372,ORD_42_409,CUST_46359,71430,INR,netbanking,captured,2026-08-18T05:31:55.725630Z,2026-08-18T05:31:55.725630Z
PAY_42_373,ORD_42_410,CUST_20616,159241,INR,wallet,captured,2026-08-12T05:31:55.725652Z,2026-08-12T05:31:55.725652Z
PAY_42_374,ORD_42_411,CUST_36119,198003,INR,wallet,captured,2026-08-15T05:31:55.725657Z,2026-08-15T05:31:55.725657Z
PAY_42_375,ORD_42_412,CUST_38379,29169,INR,upi,captured,2026-08-25T05:31:55.725661Z,2026-08-25T05:31:55.725661Z
PAY_42_376,ORD_42_413,CUST_16604,127667,INR,wallet,captured,2026-07-29T05:31:55.725666Z,2026-07-29T05:31:55.725666Z
PAY_42_377,ORD_42_414,CUST_30660,57907,INR,upi,captured,2026-07-31T05:31:55.725671Z,2026-07-31T05:31:55.725671Z
PAY_42_378,ORD_42_415,CUST_26016,2115,INR,upi,failed,,2026-08-25T05:31:55.725675Z
PAY_42_379,ORD_42_416,CUST_20421,36075,INR,netbanking,captured,2026-07-29T05:31:55.725680Z,2026-07-29T05:31:55.725680Z
PAY_42_380,ORD_42_418,CUST_10484,46157,INR,card,captured,2026-08-09T05:31:55.725684Z,2026-08-09T05:31:55.725684Z
PAY_42_381,ORD_42_419,CUST_30790,60422,INR,card,captured,2026-08-22T05:31:55.725689Z,2026-08-22T05:31:55.725689Z
PAY_42_382,ORD_42_420,CUST_23908,92942,INR,netbanking,captured,2026-08-10T05:31:55.725693Z,2026-08-10T05:31:55.725693Z
PAY_42_383,ORD_42_422,CUST_27468,82166,INR,netbanking,captured,2026-08-18T05:31:55.725697Z,2026-08-18T05:31:55.725697Z
PAY_42_384,ORD_42_423,CUST_18968,186090,INR,card,captured,2026-08-05T05:31:55.725702Z,2026-08-05T05:31:55.725702Z
PAY_42_385,ORD_42_425,CUST_19670,162137,INR,wallet,captured,2026-08-20T05:31:55.725706Z,2026-08-20T05:31:55.725706Z
PAY_42_386,ORD_42_426,CUST_8768,94957,INR,wallet,captured,2026-08-16T05:31:55.725710Z,2026-08-16T05:31:55.725710Z
PAY_42_387,ORD_42_427,CUST_5971,114309,INR,wallet,failed,,2026-08-16T05:31:55.725714Z
PAY_42_388,ORD_42_428,CUST_17817,103847,INR,wallet,captured,2026-08-23T05:31:55.725719Z,2026-08-23T05:31:55.725719Z
PAY_42_389,ORD_42_429,CUST_13226,58183,INR,netbanking,captured,2026-08-19T05:31:55.725723Z,2026-08-19T05:31:55.725723Z
PAY_42_390,ORD_42_430,CUST_9713,133920,INR,netbanking,captured,2026-08-11T05:31:55.725727Z,2026-08-11T05:31:55.725727Z
PAY_42_391,ORD_42_431,CUST_23190,50930,INR,wallet,captured,2026-08-01T05:31:55.725732Z,2026-08-01T05:31:55.725732Z
PAY_42_392,ORD_42_433,CUST_35981,38816,INR,wallet,captured,2026-08-10T05:31:55.725736Z,2026-08-10T05:31:55.725736Z
PAY_42_393,ORD_42_434,CUST_26025,51813,INR,netbanking,captured,2026-08-25T05:31:55.725740Z,2026-08-25T05:31:55.725740Z
PAY_42_394,ORD_42_435,CUST_34265,199107,INR,wallet,captured,2026-08-01T05:31:55.725744Z,2026-08-01T05:31:55.725744Z
PAY_42_395,ORD_42_436,CUST_35989,164713,INR,upi,captured,2026-08-21T05:31:55.725748Z,2026-08-21T05:31:55.725748Z
PAY_42_396,ORD_42_437,CUST_18104,199297,INR,card,captured,2026-08-23T05:31:55.725753Z,2026-08-23T05:31:55.725753Z
PAY_42_397,ORD_42_438,CUST_30752,148078,INR,netbanking,captured,2026-08-16T05:31:55.725757Z,2026-08-16T05:31:55.725757Z
