journal_entry_id,merchant_id,reference_id,entry_date,account,debit,credit,description,currency
JE_PAY_42_237,M_1001,PAY_42_237,2026-08-19T05:31:55.730519Z,cash,123438,0,payment recorded,INR
JE_PAY_42_238,M_1001,PAY_42_238,2026-08-23T05:31:55.730526Z,cash,73017,0,payment recorded,INR
JE_PAY_42_239,M_1001,PAY_42_239,2026-08-07T05:31:55.730530Z,cash,166505,0,payment recorded,INR
JE_PAY_42_240,M_1001,PAY_42_240,2026-08-28T05:31:55.730534Z,cash,91315,0,payment recorded,INR
JE_PAY_42_241,M_1001,PAY_42_241,2026-08-28T05:31:55.730537Z,cash,27520,0,payment recorded,INR
JE_PAY_42_242,M_1001,PAY_42_242,2026-08-07T05:31:55.730541Z,cash,181942,0,payment recorded,INR
JE_PAY_42_243,M_1001,PAY_42_243,2026-08-11T05:31:55.730545Z,cash,105076,0,payment recorded,INR
JE_PAY_42_244,M_1001,PAY_42_244,2026-08-05T05:31:55.730549Z,cash,119329,0,payment recorded,INR
JE_PAY_42_245,M_1001,PAY_42_245,2026-08-08T05:31:55.730553Z,cash,134998,0,payment recorded,INR
JE_PAY_42_246,M_1001,PAY_42_246,2026-08-06T05:31:55.730558Z,cash,142337,0,payment recorded,INR
JE_PAY_42_247,M_1001,PAY_42_247,2026-08-16T05:31:55.730561Z,cash,136005,0,payment recorded,INR
JE_PAY_42_248,M_1001,PAY_42_248,2026-08-26T05:31:55.730566Z,cash,164047,0,payment recorded,INR
JE_PAY_42_249,M_1001,PAY_42_249,2026-08-09T05:31:55.730572Z,cash,70107,0,payment recorded,INR
JE_PAY_42_250,M_1001,PAY_42_250,2026-08-21T05:31:55.730576Z,cash,183142,0,payment recorded,INR
JE_PAY_42_251,M_1001,PAY_42_251,2026-08-04T05:31:55.730580Z,cash,159712,0,payment recorded,INR
JE_PAY_42_252,M_1001,PAY_42_252,2026-08-11T05:31:55.730584Z,cash,81561,0,payment recorded,INR
JE_PAY_42_253,M_1001,PAY_42_253,2026-08-25T05:31:55.730588Z,cash,24534,0,payment recorded,INR
JE_PAY_42_254,M_1001,PAY_42_254,2026-08-09T05:31:55.730592Z,cash,30893,0,payment recorded,INR
JE_PAY_42_255,M_1001,PAY_42_255,2026-08-17T05:31:55.730595Z,cash,187953,0,payment recorded,INR
JE_PAY_42_256,M_1001,PAY_42_256,2026-08-05T05:31:55.730598Z,cash,109018,0,payment recorded,INR
JE_PAY_42_257,M_1001,PAY_42_257,2026-08-08T05:31:55.730603Z,cash,119843,0,payment recorded,INR
JE_PAY_42_258,M_1001,PAY_42_258,2026-08-28T05:31:55.730607Z,cash,157223,0,payment recorded,INR
JE_PAY_42_259,M_1001,PAY_42_259,2026-08-15T05:31:55.730611Z,cash,18400,0,payment recorded,INR
JE_PAY_42_260,M_1001,PAY_42_260,2026-08-08T05:31:55.730615Z,cash,133200,0,payment recorded,INR
JE_PAY_42_261,M_1001,PAY_42_261,2026-08-24T05:31:55.730622Z,cash,190429,0,payment recorded,INR
JE_PAY_42_262,M_1001,PAY_42_262,2026-08-22T05:31:55.730626Z,cash,173099,0,payment recorded,INR
JE_PAY_42_263,M_1001,PAY_42_263,2026-08-27T05:31:55.730631Z,cash,141285,0,payment recorded,INR
JE_PAY_42_264,M_1001,PAY_42_264,2026-08-18T05:31:55.730635Z,cash,142556,0,payment recorded,INR
JE_PAY_42_265,M_1001,PAY_42_265,2026-08-09T05:31:55.730639Z,cash,100493,0,payment recorded,INR
JE_PAY_42_266,M_1001,PAY_42_266,2026-08-24T05:31:55.730642Z,cash,83508,0,payment recorded,INR
JE_PAY_42_267,M_1001,PAY_42_267,2026-08-06T05:31:55.730646Z,cash,100037,0,payment recorded,INR
JE_PAY_42_268,M_1001,PAY_42_268,2026-08-13T05:31:55.730649Z,cash,9804,0,payment recorded,INR
JE_PAY_42_269,M_1001,PAY_42_269,2026-08-20T05:31:55.730652Z,cash,26409,0,payment recorded,INR
JE_PAY_42_270,M_1001,PAY_42_270,2026-08-16T05:31:55.730659Z,cash,137974,0,payment recorded,INR
JE_PAY_42_271,M_1001,PAY_42_271,2026-08-08T05:31:55.730663Z,cash,37889,0,payment recorded,INR
JE_PAY_42_272,M_1001,PAY_42_272,2026-08-23T05:31:55.730668Z,cash,19715,0,payment recorded,INR
JE_PAY_42_273,M_1001,PAY_42_273,2026-08-19T05:31:55.730672Z,cash,163483,0,payment recorded,INR
JE_PAY_42_274,M_1001,PAY_42_274,2026-07-30T05:31:55.730675Z,cash,86231,0,payment recorded,INR
JE_PAY_42_275,M_1001,PAY_42_275,2026-08-25T05:31:55.730679Z,cash,83110,0,payment recorded,INR
JE_PAY_42_276,M_1001,PAY_42_276,2026-08-23T05:31:55.730682Z,cash,165555,0,payment recorded,INR
JE_PAY_42_277,M_1001,PAY_42_277,2026-08-18T05:31:55.730686Z,cash,195860,0,payment recorded,INR
JE_PAY_42_278,M_1001,PAY_42_278,2026-08-21T05:31:55.730689Z,cash,166233,0,payment recorded,INR
JE_PAY_42_279,M_1001,PAY_42_279,2026-08-19T05:31:55.730693Z,cash,43711,0,payment recorded,INR
JE_PAY_42_280,M_1001,PAY_42_280,2026-08-04T05:31:55.730696Z,cash,85132,0,payment recorded,INR
JE_PAY_42_281,M_1001,PAY_42_281,2026-08-19T05:31:55.730701Z,cash,98362,0,payment recorded,INR
JE_PAY_42_282,M_1001,PAY_42_282,2026-08-18T05:31:55.730705Z,cash,108116,0,payment recorded,INR
JE_PAY_42_283,M_1001,PAY_42_283,2026-08-17T05:31:55.730709Z,cash,45993,0,payment recorded,INR
JE_PAY_42_284,M_1001,PAY_42_284,2026-08-10T05:31:55.730713Z,cash,179179,0,payment recorded,INR
JE_PAY_42_285,M_1001,PAY_42_285,2026-08-05T05:31:55.730716Z,cash,60966,0,payment recorded,INR
JE_PAY_42_286,M_1001,PAY_42_286,2026-08-01T05:31:55.730720Z,cash,67032,0,payment recorded,INR
JE_PAY_42_287,M_1001,PAY_42_287,2026-08-09T05:31:55.730723Z,cash,75500,0,payment recorded,INR
JE_PAY_42_288,M_1001,PAY_42_288,2026-08-08T05:31:55.730727Z,cash,115896,0,payment recorded,INR
JE_PAY_42_289,M_1001,PAY_42_289,2026-08-07T05:31:55.730730Z,cash,119856,0,payment recorded,INR
JE_PAY_42_290,M_1001,PAY_42_290,2026-08-26T05:31:55.730734Z,cash,126770,0,payment recorded,INR
JE_PAY_42_291,M_1001,PAY_42_291,2026-08-13T05:31:55.730737Z,cash,94198,0,payment recorded,INR
JE_PAY_42_292,M_1001,PAY_42_292,2026-08-09T05:31:55.730741Z,cash,130314,0,payment recorded,INR
JE_PAY_42_293,M_1001,PAY_42_293,2026-08-13T05:31:55.730768Z,cash,60424,0,payment recorded,INR
JE_PAY_42_294,M_1001,PAY_42_294,2026-08-11T05:31:55.730788Z,cash,166985,0,payment recorded,INR
JE_PAY_42_295,M_1001,PAY_42_295,2026-08-20T05:31:55.730793Z,cash,198170,0,payment recorded,INR
JE_PAY_42_296,M_1001,PAY_42_296,2026-08-10T05:31:55.730797Z,cash,35955,0,payment recorded,INR
JE_PAY_42_297,M_1001,PAY_42_297,2026-08-21T05:31:55.730800Z,cash,10434,0,payment recorded,INR
JE_PAY_42_298,M_1001,PAY_42_298,2026-08-09T05:31:55.730803Z,cash,152031,0,payment recorded,INR
JE_PAY_42_299,M_1001,PAY_42_299,2026-07-30T05:31:55.730806Z,cash,77461,0,payment recorded,INR
JE_PAY_42_300,M_1001,PAY_42_300,2026-08-15T05:31:55.730810Z,cash,52737,0,payment recorded,INR
JE_PAY_42_301,M_1001,PAY_42_301,2026-08-13T05:31:55.730813Z,cash,96007,0,payment recorded,INR
JE_PAY_42_302,M_1001,PAY_42_302,2026-08-03T05:31:55.730819Z,cash,43234,0,payment recorded,INR
JE_PAY_42_303,M_1001,PAY_42_303,2026-08-08T05:31:55.730822Z,cash,77469,0,payment recorded,INR
JE_PAY_42_304,M_1001,PAY_42_304,2026-08-15T05:31:55.730826Z,cash,30291,0,payment recorded,INR
JE_PAY_42_305,M_1001,PAY_42_305,2026-07-30T05:31:55.730829Z,cash,23772,0,payment recorded,INR
JE_PAY_42_306,M_1001,PAY_42_306,2026-08-12T05:31:55.730832Z,cash,140759,0,payment recorded,INR
JE_PAY_42_307,M_1001,PAY_42_307,2026-08-15T05:31:55.730836Z,cash,196448,0,payment recorded,INR
JE_PAY_42_308,M_1001,PAY_42_308,2026-08-23T05:31:55.730839Z,cash,167491,0,payment recorded,INR
JE_PAY_42_309,M_1001,PAY_42_309,2026-08-01T05:31:55.730842Z,cash,61395,0,payment recorded,INR
JE_PAY_42_310,M_1001,PAY_42_310,2026-08-06T05:31:55.730848Z,cash,147269,0,payment recorded,INR
JE_PAY_42_311,M_1001,PAY_42_311,2026-08-10T05:31:55.730851Z,cash,169878,0,payment recorded,INR
JE_PAY_42_312,M_1001,PAY_42_312,2026-08-03T05:31:55.730854Z,cash,183883,0,payment recorded,INR
JE_PAY_42_313,M_1001,PAY_42_313,2026-08-26T05:31:55.730859Z,cash,129238,0,payment recorded,INR
JE_PAY_42_314,M_1001,PAY_42_314,2026-07-30T05:31:55.730863Z,cash,141014,0,payment recorded,INR
JE_PAY_42_315,M_1001,PAY_42_315,2026-08-21T05:31:55.730866Z,cash,175863,0,payment recorded,INR
JE_PAY_42_316,M_1001,PAY_42_316,2026-08-15T05:31:55.730869Z,cash,141708,0,payment recorded,INR
JE_PAY_42_317,M_1001,PAY_42_317,2026-08-24T05:31:55.730872Z,cash,40607,0,payment recorded,INR
JE_PAY_42_318,M_1001,PAY_42_318,2026-08-24T05:31:55.730875Z,cash,128379,0,payment recorded,INR
JE_PAY_42_319,M_1001,PAY_42_319,2026-08-03T05:31:55.730878Z,cash,181052,0,payment recorded,INR
JE_PAY_42_320,M_1001,PAY_42_320,2026-08-07T05:31:55.730882Z,cash,61995,0,payment recorded,INR
JE_PAY_42_321,M_1001,PAY_42_321,2026-08-26T05:31:55.730885Z,cash,96394,0,payment recorded,INR
JE_PAY_42_322,M_1001,PAY_42_322,2026-08-03T05:31:55.730888Z,cash,15972,0,payment recorded,INR
JE_PAY_42_323,M_1001,PAY_42_323,2026-08-15T05:31:55.730891Z,cash,32123,0,payment recorded,INR
JE_PAY_42_324,M_1001,PAY_42_324,2026-08-27T05:31:55.730894Z,cash,173840,0,payment recorded,INR
JE_PAY_42_325,M_1001,PAY_42_325,2026-08-18T05:31:55.730897Z,cash,5698,0,payment recorded,INR
JE_PAY_42_326,M_1001,PAY_42_326,2026-08-03T05:31:55.730901Z,cash,33110,0,payment recorded,INR
JE_PAY_42_327,M_1001,PAY_42_327,2026-08-09T05:31:55.730904Z,cash,145382,0,payment recorded,INR
JE_PAY_42_328,M_1001,PAY_42_328,2026-08-02T05:31:55.730907Z,cash,61179,0,payment recorded,INR
JE_PAY_42_329,M_1001,PAY_42_329,2026-08-07T05:31:55.730911Z,cash,141714,0,payment recorded,INR
JE_PAY_42_330,M_1001,PAY_42_330,2026-08-26T05:31:55.730914Z,cash,173392,0,payment recorded,INR
JE_PAY_42_331,M_1001,PAY_42_331,2026-08-22T05:31:55.730917Z,cash,94011,0,payment recorded,INR
JE_PAY_42_332,M_1001,PAY_42_332,2026-08-09T05:31:55.730920Z,cash,33328,0,payment recorded,INR
JE_PAY_42_333,M_1001,PAY_42_333,2026-08-18T05:31:55.730923Z,cash,195571,0,payment recorded,INR
JE_PAY_42_334,M_1001,PAY_42_334,2026-08-25T05:31:55.730928Z,cash,95006,0,payment recorded,INR
JE_PAY_42_335,M_1001,PAY_42_335,2026-08-01T05:31:55.730931Z,cash,132178,0,payment recorded,INR
JE_PAY_42_336,M_1001,PAY_42_336,2026-08-12T05:31:55.730934Z,cash,190742,0,payment recorded,INR
JE_PAY_42_337,M_1001,PAY_42_337,2026-08-27T05:31:55.730937Z,cash,79170,0,payment recorded,INR
JE_PAY_42_338,M_1001,PAY_42_338,2026-08-24T05:31:55.730940Z,cash,125662,0,payment recorded,INR
JE_PAY_42_339,M_1001,PAY_42_339,2026-08-03T05:31:55.730944Z,cash,28401,0,payment recorded,INR
JE_PAY_42_340,M_1001,PAY_42_340,2026-08-10T05:31:55.730947Z,cash,21278,0,payment recorded,INR
JE_PAY_42_341,M_1001,PAY_42_341,2026-08-22T05:31:55.730950Z,cash,33180,0,payment recorded,INR
JE_PAY_42_342,M_1001,PAY_42_342,2026-08-20T05:31:55.730953Z,cash,143848,0,payment recorded,INR
JE_PAY_42_343,M_1001,PAY_42_343,2026-08-17T05:31:55.730957Z,cash,139182,0,payment recorded,INR
JE_PAY_42_344,M_1001,PAY_42_344,2026-08-13T05:31:55.730961Z,cash,112874,0,payment recorded,INR
JE_PAY_42_345,M_1001,PAY_42_345,2026-08-19T05:31:55.730964Z,cash,171729,0,payment recorded,INR
JE_PAY_42_346,M_1001,PAY_42_346,2026-08-09T05:31:55.730967Z,cash,56467,0,payment recorded,INR
JE_PAY_42_347,M_1001,PAY_42_347,2026-08-15T05:31:55.730977Z,cash,88948,0,payment recorded,INR
JE_PAY_42_348,M_1001,PAY_42_348,2026-08-03T05:31:55.730981Z,cash,191363,0,payment recorded,INR
JE_PAY_42_349,M_1001,PAY_42_349,2026-08-14T05:31:55.730984Z,cash,174454,0,payment recorded,INR
JE_PAY_42_350,M_1001,PAY_42_350,2026-07-31T05:31:55.730987Z,cash,124426,0,payment recorded,INR
JE_PAY_42_351,M_1001,PAY_42_351,2026-08-24T05:31:55.730991Z,cash,113313,0,payment recorded,INR
JE_PAY_42_352,M_1001,PAY_42_352,2026-08-21T05:31:55.730994Z,cash,34208,0,payment recorded,INR
JE_PAY_42_353,M_1001,PAY_42_353,2026-08-18T05:31:55.730997Z,cash,147316,0,payment recorded,INR
JE_PAY_42_354,M_1001,PAY_42_354,2026-08-19T05:31:55.731001Z,cash,107791,0,payment recorded,INR
JE_PAY_42_355,M_1001,PAY_42_355,2026-08-15T05:31:55.731004Z,cash,196782,0,payment recorded,INR
JE_PAY_42_356,M_1001,PAY_42_356,2026-08-18T05:31:55.731007Z,cash,75500,0,payment recorded,INR
JE_PAY_42_357,M_1001,PAY_42_357,2026-08-18T05:31:55.731011Z,cash,151597,0,payment recorded,INR
JE_PAY_42_358,M_1001,PAY_42_358,2026-08-17T05:31:55.731014Z,cash,126503,0,payment recorded,INR
JE_PAY_42_359,M_1001,PAY_42_359,2026-08-22T05:31:55.731017Z,cash,145921,0,payment recorded,INR
JE_PAY_42_360,M_1001,PAY_42_360,2026-08-23T05:31:55.731020Z,cash,150596,0,payment recorded,INR
JE_PAY_42_361,M_1001,PAY_42_361,2026-08-17T05:31:55.731023Z,cash,177041,0,payment recorded,INR
JE_PAY_42_362,M_1001,PAY_42_362,2026-08-08T05:31:55.731026Z,cash,172546,0,payment recorded,INR
JE_PAY_42_363,M_1001,PAY_42_363,2026-08-28T05:31:55.731029Z,cash,47394,0,payment recorded,INR
JE_PAY_42_364,M_1001,PAY_42_364,2026-07-29T05:31:55.731033Z,cash,89182,0,payment recorded,INR
JE_PAY_42_365,M_1001,PAY_42_365,2026-08-21T05:31:55.731036Z,cash,37652,0,payment recorded,INR
JE_PAY_42_366,M_1001,PAY_42_366,2026-08-07T05:31:55.731041Z,cash,37291,0,payment recorded,INR
JE_PAY_42_367,M_1001,PAY_42_367,2026-08-04T05:31:55.731044Z,cash,195688,0,payment recorded,INR
JE_PAY_42_368,M_1001,PAY_42_368,2026-08-05T05:31:55.731047Z,cash,119020,0,payment recorded,INR
JE_PAY_42_369,M_1001,PAY_42_369,2026-08-02T05:31:55.731051Z,cash,189262,0,payment recorded,INR
JE_PAY_42_370,M_1001,PAY_42_370,2026-08-13T05:31:55.731054Z,cash,22370,0,payment recorded,INR
JE_PAY_42_371,M_1001,PAY_42_371,2026-08-08T05:31:55.731057Z,cash,197870,0,payment recorded,INR
JE_PAY_42_372,M_1001,PAY_42_372,2026-08-27T05:31:55.731060Z,cash,71430,0,payment recorded,INR
JE_PAY_42_373,M_1001,PAY_42_373,2026-08-24T05:31:55.731063Z,cash,159241,0,payment recorded,INR
JE_PAY_42_374,M_1001,PAY_42_374,2026-08-18T05:31:55.731066Z,cash,198003,0,payment recorded,INR
JE_PAY_42_375,M_1001,PAY_42_375,2026-07-29T05:31:55.731070Z,cash,29169,0,payment recorded,INR
JE_PAY_42_376,M_1001,PAY_42_376,2026-07-30T05:31:55.731074Z,cash,127667,0,payment recorded,INR
JE_PAY_42_377,M_1001,PAY_42_377,2026-08-26T05:31:55.731077Z,cash,57907,0,payment recorded,INR
JE_PAY_42_378,M_1001,PAY_42_378,2026-08-24T05:31:55.731080Z,cash,2115,0,payment recorded,INR
JE_PAY_42_379,M_1001,PAY_42_379,2026-08-19T05:31:55.731083Z,cash,36075,0,payment recorded,INR
JE_PAY_42_380,M_1001,PAY_42_380,2026-08-26T05:31:55.731087Z,cash,46157,0,payment recorded,INR
JE_PAY_42_381,M_1001,PAY_42_381,2026-08-11T05:31:55.731090Z,cash,60422,0,payment recorded,INR
JE_PAY_42_382,M_1001,PAY_42_382,2026-08-14T05:31:55.731093Z,cash,92942,0,payment recorded,INR
JE_PAY_42_383,M_1001,PAY_42_383,2026-08-21T05:31:55.731096Z,cash,82166,0,payment recorded,INR
JE_PAY_42_384,M_1001,PAY_42_384,2026-08-28T05:31:55.731099Z,cash,186090,0,payment recorded,INR
JE_PAY_42_385,M_1001,PAY_42_385,2026-08-24T05:31:55.731103Z,cash,162137,0,payment recorded,INR
JE_PAY_42_386,M_1001,PAY_42_386,2026-07-30T05:31:55.731106Z,cash,94957,0,payment recorded,INR
JE_PAY_42_387,M_1001,PAY_42_387,2026-08-04T05:31:55.731109Z,cash,114309,0,payment recorded,INR
JE_PAY_42_388,M_1001,PAY_42_388,2026-08-02T05:31:55.731112Z,cash,103847,0,payment recorded,INR
JE_PAY_42_389,M_1001,PAY_42_389,2026-08-21T05:31:55.731115Z,cash,58183,0,payment recorded,INR
JE_PAY_42_390,M_1001,PAY_42_390,2026-08-23T05:31:55.731118Z,cash,133920,0,payment recorded,INR
JE_PAY_42_391,M_1001,PAY_42_391,2026-08-23T05:31:55.731121Z,cash,50930,0,payment recorded,INR
JE_PAY_42_392,M_1001,PAY_42_392,2026-08-01T05:31:55.731125Z,cash,38816,0,payment recorded,INR
JE_PAY_42_393,M_1001,PAY_42_393,2026-08-22T05:31:55.731128Z,cash,51813,0,payment recorded,INR
JE_PAY_42_394,M_1001,PAY_42_394,2026-08-01T05:31:55.731131Z,cash,199107,0,payment recorded,INR
JE_PAY_42_395,M_1001,PAY_42_395,2026-08-04T05:31:55.731134Z,cash,164713,0,payment recorded,INR
JE_PAY_42_396,M_1001,PAY_42_396,2026-07-29T05:31:55.731137Z,cash,199297,0,payment recorded,INR
JE_PAY_42_397,M_1001,PAY_42_397,2026-08-04T05:31:55.731141Z,cash,148078,0,payment recorded,INR
JE_PAY_42_398,M_1001,PAY_42_398,2026-08-17T05:31:55.731146Z,cash,164521,0,payment recorded,INR
JE_PAY_42_399,M_1001,PAY_42_399,2026-08-25T05:31:55.731149Z,cash,123024,0,payment recorded,INR
JE_PAY_42_400,M_1001,PAY_42_400,2026-08-28T05:31:55.731152Z,cash,72104,0,payment recorded,INR
JE_PAY_42_401,M_1001,PAY_42_401,2026-08-21T05:31:55.731155Z,cash,19548,0,payment recorded,INR
JE_PAY_42_402,M_1001,PAY_42_402,2026-08-18T05:31:55.731159Z,cash,15013,0,payment recorded,INR
JE_PAY_42_403,M_1001,PAY_42_403,2026-08-13T05:31:55.731162Z,cash,169095,0,payment recorded,INR
JE_PAY_42_404,M_1001,PAY_42_404,2026-08-20T05:31:55.731165Z,cash,155834,0,payment recorded,INR
JE_PAY_42_405,M_1001,PAY_42_405,2026-08-22T05:31:55.731168Z,cash,10853,0,payment recorded,INR
JE_PAY_42_406,M_1001,PAY_42_406,2026-08-05T05:31:55.731172Z,cash,49445,0,payment recorded,INR
JE_PAY_42_407,M_1001,PAY_42_407,2026-08-02T05:31:55.731175Z,cash,169478,0,payment recorded,INR
JE_PAY_42_408,M_1001,PAY_42_408,2026-08-10T05:31:55.731179Z,cash,159956,0,payment recorded,INR
JE_PAY_42_409,M_1001,PAY_42_409,2026-08-16T05:31:55.731182Z,cash,74258,0,payment recorded,INR
JE_PAY_42_410,M_1001,PAY_42_410,2026-08-12T05:31:55.731185Z,cash,156832,0,payment recorded,INR
JE_PAY_42_411,M_1001,PAY_42_411,2026-08-08T05:31:55.731188Z,cash,87826,0,payment recorded,INR
JE_PAY_42_412,M_1001,PAY_42_412,2026-08-19T05:31:55.731192Z,cash,177933,0,payment recorded,INR
JE_PAY_42_413,M_1001,PAY_42_413,2026-08-16T05:31:55.731195Z,cash,39519,0,payment recorded,INR
JE_PAY_42_414,M_1001,PAY_42_414,2026-08-10T05:31:55.731198Z,cash,37174,0,payment recorded,INR
JE_PAY_42_415,M_1001,PAY_42_415,2026-08-17T05:31:55.731201Z,cash,172080,0,payment recorded,INR
JE_PAY_42_416,M_1001,PAY_42_416,2026-08-18T05:31:55.731204Z,cash,156086,0,payment recorded,INR
JE_PAY_42_417,M_1001,PAY_42_417,2026-08-01T05:31:55.731207Z,cash,146618,0,payment recorded,INR
JE_PAY_42_418,M_1001,PAY_42_418,2026-08-01T05:31:55.731210Z,cash,33600,0,payment recorded,INR
JE_PAY_42_419,M_1001,PAY_42_419,2026-08-25T05:31:55.731214Z,cash,138090,0,payment recorded,INR
JE_PAY_42_420,M_1001,PAY_42_420,2026-08-01T05:31:55.731217Z,cash,133397,0,payment recorded,INR
JE_PAY_42_421,M_1001,PAY_42_421,2026-08-18T05:31:55.731220Z,cash,127573,0,payment recorded,INR
JE_PAY_42_422,M_1001,PAY_42_422,2026-08-08T05:31:55.731223Z,cash,20328,0,payment recorded,INR
JE_PAY_42_423,M_1001,PAY_42_423,2026-08-17T05:31:55.731226Z,cash,141597,0,payment recorded,INR
JE_PAY_42_424,M_1001,PAY_42_424,2026-08-26T05:31:55.731229Z,cash,173620,0,payment recorded,INR
JE_PAY_42_425,M_1001,PAY_42_425,2026-08-21T05:31:55.731233Z,cash,156664,0,payment recorded,INR
JE_PAY_42_426,M_1001,PAY_42_426,2026-07-30T05:31:55.731236Z,cash,181725,0,payment recorded,INR
JE_PAY_42_427,M_1001,PAY_42_427,2026-08-15T05:31:55.731239Z,cash,188735,0,payment recorded,INR
JE_PAY_42_428,M_1001,PAY_42_428,2026-08-23T05:31:55.731242Z,cash,74792,0,payment recorded,INR
JE_PAY_42_429,M_1001,PAY_42_429,2026-08-25T05:31:55.731246Z,cash,140087,0,payment recorded,INR
JE_PAY_42_430,M_1001,PAY_42_430,2026-08-26T05:31:55.731250Z,cash,50960,0,payment recorded,INR
JE_PAY_42_431,M_1001,PAY_42_431,2026-07-29T05:31:55.731253Z,cash,121126,0,payment recorded,INR
JE_PAY_42_432,M_1001,PAY_42_432,2026-08-01T05:31:55.731256Z,cash,138370,0,payment recorded,INR
JE_PAY_42_433,M_1001,PAY_42_433,2026-08-07T05:31:55.731261Z,cash,52449,0,payment recorded,INR
JE_PAY_42_434,M_1001,PAY_42_434,2026-08-23T05:31:55.731265Z,cash,65636,0,payment recorded,INR
JE_PAY_42_435,M_1001,PAY_42_435,2026-08-22T05:31:55.731268Z,cash,97411,0,payment recorded,INR
JE_PAY_42_436,M_1001,PAY_42_436,2026-08-27T05:31:55.731271Z,cash,135342,0,payment recorded,INR
JE_PAY_42_437,M_1001,PAY_42_437,2026-08-04T05:31:55.731275Z,cash,42124,0,payment recorded,INR
JE_PAY_42_438,M_1001,PAY_42_438,2026-08-01T05:31:55.731278Z,cash,114780,0,payment recorded,INR
JE_PAY_42_439,M_1001,PAY_42_439,2026-08-07T05:31:55.731281Z,cash,118360,0,payment recorded,INR
JE_PAY_42_440,M_1001,PAY_42_440,2026-07-30T05:31:55.731285Z,cash,14060,0,payment recorded,INR
JE_PAY_42_441,M_1001,PAY_42_441,2026-08-19T05:31:55.731289Z,cash,7489,0,payment recorded,INR
JE_PAY_42_442,M_1001,PAY_42_442,2026-08-17T05:31:55.731292Z,cash,187455,0,payment recorded,INR
JE_PAY_42_443,M_1001,PAY_42_443,2026-08-16T05:31:55.731295Z,cash,10140,0,payment recorded,INR
JE_PAY_42_444,M_1001,PAY_42_444,2026-08-17T05:31:55.731298Z,cash,36483,0,payment recorded,INR
JE_PAY_42_445,M_1001,PAY_42_445,2026-08-05T05:31:55.731302Z,cash,67188,0,payment recorded,INR
JE_PAY_42_446,M_1001,PAY_42_446,2026-08-03T05:31:55.731305Z,cash,190740,0,payment recorded,INR
JE_PAY_42_447,M_1001,PAY_42_447,2026-08-05T05:31:55.731308Z,cash,75624,0,payment recorded,INR
JE_PAY_42_448,M_1001,PAY_42_448,2026-07-31T05:31:55.731311Z,cash,62605,0,payment recorded,INR
JE_PAY_42_449,M_1001,PAY_42_449,2026-08-19T05:31:55.731314Z,cash,16564,0,payment recorded,INR
JE_SET_42_450,M_1001,SET_42_1,2026-08-28T05:31:55.731403Z,bank,0,1668106,settlement credited,INR
JE_SET_42_451,M_1001,SET_42_2,2026-08-28T05:31:55.731416Z,bank,0,2111742,settlement credited,INR
JE_SET_42_452,M_1001,SET_42_3,2026-08-23T05:31:55.731421Z,bank,0,1896044,settlement credited,INR
JE_SET_42_453,M_1001,SET_42_4,2026-08-27T05:31:55.731425Z,bank,0,1898906,settlement credited,INR
JE_SET_42_454,M_1001,SET_42_5,2026-08-26T05:31:55.731429Z,bank,0,1891434,settlement credited,INR
JE_SET_42_455,M_1001,SET_42_6,2026-08-26T05:31:55.731433Z,bank,0,1761679,settlement credited,INR
JE_SET_42_456,M_1001,SET_42_7,2026-08-25T05:31:55.731437Z,bank,0,2727695,settlement credited,INR
JE_SET_42_457,M_1001,SET_42_8,2026-08-28T05:31:55.731440Z,bank,0,1873876,settlement credited,INR
JE_SET_42_458,M_1001,SET_42_9,2026-08-28T05:31:55.731445Z,bank,0,1918870,settlement credited,INR
JE_SET_42_459,M_1001,SET_42_10,2026-08-23T05:31:55.731448Z,bank,0,2244309,settlement credited,INR
JE_SET_42_460,M_1001,SET_42_11,2026-08-23T05:31:55.731452Z,bank,0,1725933,settlement credited,INR
JE_SET_42_461,M_1001,SET_42_12,2026-08-25T05:31:55.731457Z,bank,0,2254366,settlement credited,INR
JE_SET_42_462,M_1001,SET_42_13,2026-08-24T05:31:55.731461Z,bank,0,2115137,settlement credited,INR
JE_SET_42_463,M_1001,SET_42_14,2026-08-27T05:31:55.731464Z,bank,0,1902949,settlement credited,INR
JE_SET_42_464,M_1001,SET_42_15,2026-08-26T05:31:55.731468Z,bank,0,1986460,settlement credited,INR
JE_SET_42_465,M_1001,SET_42_16,2026-08-24T05:31:55.731471Z,bank,0,2106383,settlement credited,INR
JE_SET_42_466,M_1001,SET_42_17,2026-08-25T05:31:55.731475Z,bank,0,2313634,settlement credited,INR
JE_SET_42_467,M_1001,SET_42_18,2026-08-23T05:31:55.731478Z,bank,0,2154393,settlement credited,INR
JE_SET_42_468,M_1001,SET_42_19,2026-08-25T05:31:55.731481Z,bank,0,2273086,settlement credited,INR
JE_SET_42_469,M_1001,SET_42_20,2026-08-24T05:31:55.731485Z,bank,0,2297549,settlement credited,INR
JE_SET_42_470,M_1001,SET_42_21,2026-08-24T05:31:55.731488Z,bank,0,855741,settlement credited,INR
