order_id,merchant_id,merchant_reference,customer_id,created_at,currency,gross_amount,status
ORD_42_268,M_1001,REF_268,CUST_16542,2026-08-18T05:31:55.720641Z,INR,30488,cancelled
ORD_42_269,M_1001,REF_269,CUST_26489,2026-08-01T05:31:55.720647Z,INR,134998,paid
ORD_42_270,M_1001,REF_270,CUST_76,2026-08-07T05:31:55.720653Z,INR,142337,paid
ORD_42_271,M_1001,REF_271,CUST_3553,2026-08-22T05:31:55.720658Z,INR,136005,paid
ORD_42_272,M_1001,REF_272,CUST_49575,2026-08-13T05:31:55.720663Z,INR,164047,paid
ORD_42_273,M_1001,REF_273,CUST_3383,2026-08-22T05:31:55.720668Z,INR,70107,paid
ORD_42_274,M_1001,REF_274,CUST_18877,2026-08-14T05:31:55.720673Z,INR,183142,paid
ORD_42_275,M_1001,REF_275,CUST_1892,2026-08-08T05:31:55.720677Z,INR,159712,paid
ORD_42_276,M_1001,REF_276,CUST_46517,2026-08-23T05:31:55.720682Z,INR,81561,paid
ORD_42_277,M_1001,REF_277,CUST_36193,2026-08-15T05:31:55.720686Z,INR,24534,paid
ORD_42_278,M_1001,REF_278,CUST_7436,2026-08-14T05:31:55.720690Z,INR,30893,paid
ORD_42_279,M_1001,REF_279,CUST_10091,2026-08-13T05:31:55.720695Z,INR,187953,paid
ORD_42_280,M_1001,REF_280,CUST_46230,2026-08-20T05:31:55.720699Z,INR,109018,paid
ORD_42_281,M_1001,REF_281,CUST_30948,2026-08-21T05:31:55.720704Z,INR,119843,paid
ORD_42_282,M_1001,REF_282,CUST_25139,2026-08-22T05:31:55.720708Z,INR,157223,paid
ORD_42_283,M_1001,REF_283,CUST_8947,2026-08-01T05:31:55.720713Z,INR,18400,paid
ORD_42_284,M_1001,REF_284,CUST_27194,2026-08-18T05:31:55.720717Z,INR,133200,paid
ORD_42_285,M_1001,REF_285,CUST_169,2026-08-19T05:31:55.720723Z,INR,190429,paid
ORD_42_286,M_1001,REF_286,CUST_38466,2026-08-10T05:31:55.720727Z,INR,173099,paid
ORD_42_287,M_1001,REF_287,CUST_9739,2026-08-14T05:31:55.720733Z,INR,141285,paid
ORD_42_288,M_1001,REF_288,CUST_21787,2026-08-11T05:31:55.720738Z,INR,142556,paid
ORD_42_289,M_1001,REF_289,CUST_21089,2026-08-01T05:31:55.720743Z,INR,49554,cancelled
ORD_42_290,M_1001,REF_290,CUST_15651,2026-08-10T05:31:55.720747Z,INR,100493,paid
ORD_42_291,M_1001,REF_291,CUST_26921,2026-08-27T05:31:55.720752Z,INR,83508,paid
ORD_42_292,M_1001,REF_292,CUST_46218,2026-07-30T05:31:55.720756Z,INR,100037,paid
ORD_42_293,M_1001,REF_293,CUST_43496,2026-08-03T05:31:55.720761Z,INR,171022,cancelled
ORD_42_294,M_1001,REF_294,CUST_32462,2026-07-29T05:31:55.720765Z,INR,9804,paid
ORD_42_295,M_1001,REF_295,CUST_38679,2026-08-18T05:31:55.720770Z,INR,26409,paid
ORD_42_296,M_1001,REF_296,CUST_28856,2026-08-25T05:31:55.720775Z,INR,137974,paid
ORD_42_297,M_1001,REF_297,CUST_1006,2026-08-05T05:31:55.720779Z,INR,37889,paid
ORD_42_298,M_1001,REF_298,CUST_42912,2026-08-24T05:31:55.720783Z,INR,19715,paid
ORD_42_299,M_1001,REF_299,CUST_17369,2026-08-18T05:31:55.720788Z,INR,163483,paid
ORD_42_300,M_1001,REF_300,CUST_42588,2026-08-26T05:31:55.720792Z,INR,86231,paid
ORD_42_301,M_1001,REF_301,CUST_34972,2026-08-16T05:31:55.720798Z,INR,83110,paid
ORD_42_302,M_1001,REF_302,CUST_49769,2026-08-13T05:31:55.720803Z,INR,141924,created
ORD_42_303,M_1001,REF_303,CUST_4485,2026-08-21T05:31:55.720808Z,INR,165555,paid
ORD_42_304,M_1001,REF_304,CUST_18834,2026-08-21T05:31:55.720812Z,INR,195860,paid
ORD_42_305,M_1001,REF_305,CUST_6452,2026-08-04T05:31:55.720822Z,INR,166233,paid
ORD_42_306,M_1001,REF_306,CUST_6587,2026-08-14T05:31:55.720826Z,INR,43711,paid
ORD_42_307,M_1001,REF_307,CUST_1898,2026-08-27T05:31:55.720831Z,INR,85132,paid
ORD_42_308,M_1001,REF_308,CUST_19227,2026-08-17T05:31:55.720836Z,INR,98362,paid
ORD_42_309,M_1001,REF_309,CUST_16004,2026-08-12T05:31:55.720840Z,INR,108116,paid
ORD_42_310,M_1001,REF_310,CUST_11801,2026-08-23T05:31:55.720845Z,INR,45993,paid
ORD_42_311,M_1001,REF_311,CUST_25071,2026-08-09T05:31:55.720850Z,INR,179179,paid
ORD_42_312,M_1001,REF_312,CUST_38218,2026-08-24T05:31:55.720854Z,INR,60966,paid
ORD_42_313,M_1001,REF_313,CUST_16645,2026-08-14T05:31:55.720859Z,INR,67032,paid
ORD_42_314,M_1001,REF_314,CUST_30491,2026-07-31T05:31:55.720864Z,INR,75500,paid
ORD_42_315,M_1001,REF_315,CUST_10354,2026-08-26T05:31:55.720869Z,INR,115896,paid
ORD_42_316,M_1001,REF_316,CUST_38508,2026-08-19T05:31:55.720873Z,INR,167593,cancelled
ORD_42_317,M_1001,REF_317,CUST_45241,2026-08-20T05:31:55.720878Z,INR,119856,paid
ORD_42_318,M_1001,REF_318,CUST_13056,2026-08-16T05:31:55.720882Z,INR,126770,paid
ORD_42_319,M_1001,REF_319,CUST_24994,2026-08-10T05:31:55.720888Z,INR,94198,paid
ORD_42_320,M_1001,REF_320,CUST_45828,2026-08-19T05:31:55.720892Z,INR,5851,cancelled
ORD_42_321,M_1001,REF_321,CUST_43138,2026-08-16T05:31:55.720897Z,INR,72053,created
ORD_42_322,M_1001,REF_322,CUST_44945,2026-08-04T05:31:55.720901Z,INR,195310,cancelled
ORD_42_323,M_1001,REF_323,CUST_39742,2026-08-05T05:31:55.720906Z,INR,130314,paid
ORD_42_324,M_1001,REF_324,CUST_18757,2026-08-04T05:31:55.720911Z,INR,60424,paid
ORD_42_325,M_1001,REF_325,CUST_23090,2026-08-21T05:31:55.720915Z,INR,166985,paid
ORD_42_326,M_1001,REF_326,CUST_16426,2026-08-07T05:31:55.720919Z,INR,198170,paid
ORD_42_327,M_1001,REF_327,CUST_43201,2026-08-07T05:31:55.720924Z,INR,35955,paid
ORD_42_328,M_1001,REF_328,CUST_41122,2026-08-08T05:31:55.720928Z,INR,10434,paid
ORD_42_329,M_1001,REF_329,CUST_28890,2026-08-27T05:31:55.720933Z,INR,152031,paid
ORD_42_330,M_1001,REF_330,CUST_8613,2026-08-26T05:31:55.720937Z,INR,77461,paid
ORD_42_331,M_1001,REF_331,CUST_27231,2026-08-23T05:31:55.720941Z,INR,52737,paid
ORD_42_332,M_1001,REF_332,CUST_35351,2026-07-31T05:31:55.720946Z,INR,96007,paid
ORD_42_333,M_1001,REF_333,CUST_17861,2026-08-02T05:31:55.720951Z,INR,43234,paid
ORD_42_334,M_1001,REF_334,CUST_31579,2026-07-29T05:31:55.720955Z,INR,77469,paid
ORD_42_335,M_1001,REF_335,CUST_22199,2026-08-03T05:31:55.720959Z,INR,30291,paid
ORD_42_336,M_1001,REF_336,CUST_4935,2026-08-24T05:31:55.720964Z,INR,197796,cancelled
ORD_42_337,M_1001,REF_337,CUST_44324,2026-08-05T05:31:55.720969Z,INR,176891,cancelled
ORD_42_338,M_1001,REF_338,CUST_36525,2026-08-17T05:31:55.720974Z,INR,23772,paid
ORD_42_339,M_1001,REF_339,CUST_913,2026-08-20T05:31:55.720978Z,INR,140759,paid
ORD_42_340,M_1001,REF_340,CUST_24156,2026-08-07T05:31:55.720983Z,INR,196448,paid
ORD_42_341,M_1001,REF_341,CUST_38310,2026-08-16T05:31:55.720987Z,INR,167491,paid
ORD_42_342,M_1001,REF_342,CUST_7101,2026-08-07T05:31:55.720991Z,INR,61395,paid
ORD_42_343,M_1001,REF_343,CUST_40603,2026-07-31T05:31:55.720995Z,INR,147269,paid
ORD_42_344,M_1001,REF_344,CUST_39983,2026-08-21T05:31:55.721000Z,INR,169878,paid
ORD_42_345,M_1001,REF_345,CUST_30427,2026-07-30T05:31:55.721004Z,INR,183883,paid
ORD_42_346,M_1001,REF_346,CUST_26759,2026-08-25T05:31:55.721009Z,INR,36741,created
ORD_42_347,M_1001,REF_347,CUST_2439,2026-08-19T05:31:55.721013Z,INR,129238,paid
ORD_42_348,M_1001,REF_348,CUST_15388,2026-07-31T05:31:55.721018Z,INR,141014,paid
ORD_42_349,M_1001,REF_349,CUST_29730,2026-08-17T05:31:55.721023Z,INR,175863,paid
ORD_42_350,M_1001,REF_350,CUST_45645,2026-07-29T05:31:55.721027Z,INR,141708,paid
ORD_42_351,M_1001,REF_351,CUST_48646,2026-08-05T05:31:55.721033Z,INR,40607,paid
ORD_42_352,M_1001,REF_352,CUST_42921,2026-08-25T05:31:55.721037Z,INR,128379,paid
ORD_42_353,M_1001,REF_353,CUST_18334,2026-08-27T05:31:55.721042Z,INR,181052,paid
ORD_42_354,M_1001,REF_354,CUST_29058,2026-08-14T05:31:55.721047Z,INR,61995,paid
ORD_42_355,M_1001,REF_355,CUST_6512,2026-08-07T05:31:55.721051Z,INR,96394,paid
ORD_42_356,M_1001,REF_356,CUST_42260,2026-08-17T05:31:55.721057Z,INR,15972,paid
ORD_42_357,M_1001,REF_357,CUST_12440,2026-07-29T05:31:55.721069Z,INR,32123,paid
ORD_42_358,M_1001,REF_358,CUST_29801,2026-08-26T05:31:55.721074Z,INR,173840,paid
ORD_42_359,M_1001,REF_359,CUST_41910,2026-08-09T05:31:55.721079Z,INR,5698,paid
ORD_42_360,M_1001,REF_360,CUST_21857,2026-08-21T05:31:55.721083Z,INR,33110,paid
ORD_42_361,M_1001,REF_361,CUST_13449,2026-08-26T05:31:55.721088Z,INR,145382,paid
ORD_42_362,M_1001,REF_362,CUST_14153,2026-08-02T05:31:55.721092Z,INR,61179,paid
ORD_42_363,M_1001,REF_363,CUST_9671,2026-08-03T05:31:55.721097Z,INR,156333,created
ORD_42_364,M_1001,REF_364,CUST_9483,2026-08-24T05:31:55.721102Z,INR,141714,paid
ORD_42_365,M_1001,REF_365,CUST_11436,2026-08-25T05:31:55.721106Z,INR,173392,paid
ORD_42_366,M_1001,REF_366,CUST_8638,2026-08-28T05:31:55.721110Z,INR,94011,paid
ORD_42_367,M_1001,REF_367,CUST_15594,2026-08-10T05:31:55.721115Z,INR,84974,created
ORD_42_368,M_1001,REF_368,CUST_17392,2026-08-27T05:31:55.721121Z,INR,33328,paid
ORD_42_369,M_1001,REF_369,CUST_34478,2026-08-25T05:31:55.721126Z,INR,195571,paid
ORD_42_370,M_1001,REF_370,CUST_29379,2026-08-04T05:31:55.721130Z,INR,95006,paid
ORD_42_371,M_1001,REF_371,CUST_7147,2026-08-14T05:31:55.721135Z,INR,132178,paid
ORD_42_372,M_1001,REF_372,CUST_40312,2026-08-27T05:31:55.721139Z,INR,190742,paid
ORD_42_373,M_1001,REF_373,CUST_43182,2026-08-12T05:31:55.722362Z,INR,79170,paid
ORD_42_374,M_1001,REF_374,CUST_2042,2026-08-27T05:31:55.722379Z,INR,125662,paid
ORD_42_375,M_1001,REF_375,CUST_27937,2026-08-07T05:31:55.722385Z,INR,28401,paid
ORD_42_376,M_1001,REF_376,CUST_29070,2026-08-26T05:31:55.722390Z,INR,21278,paid
ORD_42_377,M_1001,REF_377,CUST_9722,2026-08-26T05:31:55.722395Z,INR,33180,paid
ORD_42_378,M_1001,REF_378,CUST_41490,2026-08-10T05:31:55.722399Z,INR,143848,paid
ORD_42_379,M_1001,REF_379,CUST_24963,2026-08-09T05:31:55.722404Z,INR,139182,paid
ORD_42_380,M_1001,REF_380,CUST_33132,2026-08-09T05:31:55.722408Z,INR,112874,paid
ORD_42_381,M_1001,REF_381,CUST_45992,2026-08-25T05:31:55.722412Z,INR,171729,paid
ORD_42_382,M_1001,REF_382,CUST_36133,2026-08-05T05:31:55.722419Z,INR,56467,paid
ORD_42_383,M_1001,REF_383,CUST_14975,2026-08-15T05:31:55.722430Z,INR,88948,paid
ORD_42_384,M_1001,REF_384,CUST_26132,2026-08-15T05:31:55.722435Z,INR,191363,paid
ORD_42_385,M_1001,REF_385,CUST_27969,2026-08-18T05:31:55.722439Z,INR,174454,paid
ORD_42_386,M_1001,REF_386,CUST_10004,2026-08-07T05:31:55.722444Z,INR,124426,paid
ORD_42_387,M_1001,REF_387,CUST_5595,2026-08-26T05:31:55.722448Z,INR,113313,paid
ORD_42_388,M_1001,REF_388,CUST_48418,2026-08-17T05:31:55.722453Z,INR,34208,paid
ORD_42_389,M_1001,REF_389,CUST_38435,2026-07-29T05:31:55.722457Z,INR,147316,paid
ORD_42_390,M_1001,REF_390,CUST_43910,2026-08-25T05:31:55.722462Z,INR,107791,paid
ORD_42_391,M_1001,REF_391,CUST_43604,2026-07-29T05:31:55.722466Z,INR,196782,paid
ORD_42_392,M_1001,REF_392,CUST_47256,2026-08-27T05:31:55.722471Z,INR,75500,paid
ORD_42_393,M_1001,REF_393,CUST_23046,2026-08-25T05:31:55.722475Z,INR,151597,paid
ORD_42_394,M_1001,REF_394,CUST_10141,2026-08-07T05:31:55.722479Z,INR,126503,paid
ORD_42_395,M_1001,REF_395,CUST_7093,2026-08-17T05:31:55.722484Z,INR,145921,paid
ORD_42_396,M_1001,REF_396,CUST_49979,2026-08-20T05:31:55.722488Z,INR,150596,paid
ORD_42_397,M_1001,REF_397,CUST_28123,2026-08-01T05:31:55.722492Z,INR,147153,cancelled
ORD_42_398,M_1001,REF_398,CUST_40746,2026-08-09T05:31:55.722497Z,INR,177041,paid
ORD_42_399,M_1001,REF_399,CUST_1721,2026-08-09T05:31:55.722503Z,INR,172546,paid
ORD_42_400,M_1001,REF_400,CUST_17528,2026-08-28T05:31:55.722507Z,INR,47394,paid
ORD_42_401,M_1001,REF_401,CUST_49966,2026-08-19T05:31:55.722512Z,INR,89182,paid
ORD_42_402,M_1001,REF_402,CUST_11889,2026-08-01T05:31:55.722518Z,INR,37652,paid
ORD_42_403,M_1001,REF_403,CUST_26266,2026-08-26T05:31:55.722522Z,INR,37291,paid
ORD_42_404,M_1001,REF_404,CUST_2010,2026-08-26T05:31:55.722526Z,INR,195688,paid
ORD_42_405,M_1001,REF_405,CUST_24655,2026-08-15T05:31:55.722531Z,INR,119020,paid
ORD_42_406,M_1001,REF_406,CUST_24252,2026-08-19T05:31:55.722545Z,INR,189262,paid
ORD_42_407,M_1001,REF_407,CUST_37198,2026-08-09T05:31:55.722550Z,INR,22370,paid
ORD_42_408,M_1001,REF_408,CUST_10197,2026-08-23T05:31:55.722554Z,INR,197870,paid
ORD_42_409,M_1001,REF_409,CUST_44170,2026-08-26T05:31:55.722559Z,INR,71430,paid
ORD_42_410,M_1001,REF_410,CUST_27789,2026-08-13T05:31:55.722563Z,INR,159241,paid
ORD_42_411,M_1001,REF_411,CUST_17903,2026-08-22T05:31:55.722568Z,INR,198003,paid
ORD_42_412,M_1001,REF_412,CUST_22622,2026-08-15T05:31:55.722572Z,INR,29169,paid
ORD_42_413,M_1001,REF_413,CUST_44466,2026-08-10T05:31:55.722576Z,INR,127667,paid
ORD_42_414,M_1001,REF_414,CUST_20213,2026-08-27T05:31:55.722582Z,INR,57907,paid
ORD_42_415,M_1001,REF_415,CUST_39278,2026-08-27T05:31:55.722586Z,INR,2115,paid
ORD_42_416,M_1001,REF_416,CUST_13844,2026-08-04T05:31:55.722590Z,INR,36075,paid
ORD_42_417,M_1001,REF_417,CUST_18970,2026-08-18T05:31:55.722595Z,INR,31553,created
ORD_42_418,M_1001,REF_418,CUST_48957,2026-08-15T05:31:55.722599Z,INR,46157,paid
ORD_42_419,M_1001,REF_419,CUST_34904,2026-08-06T05:31:55.722604Z,INR,60422,paid
ORD_42_420,M_1001,REF_420,CUST_43782,2026-08-03T05:31:55.722608Z,INR,92942,paid
ORD_42_421,M_1001,REF_421,CUST_48631,2026-08-27T05:31:55.722612Z,INR,114452,created
ORD_42_422,M_1001,REF_422,CUST_5103,2026-08-01T05:31:55.722617Z,INR,82166,paid
ORD_42_423,M_1001,REF_423,CUST_37579,2026-08-16T05:31:55.722622Z,INR,186090,paid
ORD_42_424,M_1001,REF_424,CUST_18974,2026-08-25T05:31:55.722626Z,INR,106276,created
ORD_42_425,M_1001,REF_425,CUST_21285,2026-08-23T05:31:55.722631Z,INR,162137,paid
ORD_42_426,M_1001,REF_426,CUST_45195,2026-07-30T05:31:55.722635Z,INR,94957,paid
ORD_42_427,M_1001,REF_427,CUST_6938,2026-08-21T05:31:55.722639Z,INR,114309,paid
ORD_42_428,M_1001,REF_428,CUST_34339,2026-08-26T05:31:55.722644Z,INR,103847,paid
ORD_42_429,M_1001,REF_429,CUST_48878,2026-08-18T05:31:55.722648Z,INR,58183,paid
ORD_42_430,M_1001,REF_430,CUST_11019,2026-08-26T05:31:55.722652Z,INR,133920,paid
ORD_42_431,M_1001,REF_431,CUST_34774,2026-08-12T05:31:55.722656Z,INR,50930,paid
ORD_42_432,M_1001,REF_432,CUST_22897,2026-08-17T05:31:55.722661Z,INR,190778,cancelled
ORD_42_433,M_1001,REF_433,CUST_42300,2026-08-02T05:31:55.722665Z,INR,38816,paid
ORD_42_434,M_1001,REF_434,CUST_9598,2026-08-20T05:31:55.722669Z,INR,51813,paid
ORD_42_435,M_1001,REF_435,CUST_10019,2026-08-04T05:31:55.722674Z,INR,199107,paid
ORD_42_436,M_1001,REF_436,CUST_11610,2026-07-29T05:31:55.722678Z,INR,164713,paid
ORD_42_437,M_1001,REF_437,CUST_49444,2026-08-10T05:31:55.722682Z,INR,199297,paid
ORD_42_438,M_1001,REF_438,CUST_44639,2026-07-30T05:31:55.722686Z,INR,148078,paid
ORD_42_439,M_1001,REF_439,CUST_40929,2026-08-18T05:31:55.722691Z,INR,164521,paid
ORD_42_440,M_1001,REF_440,CUST_28821,2026-08-26T05:31:55.722695Z,INR,123024,paid
ORD_42_441,M_1001,REF_441,CUST_19846,2026-08-03T05:31:55.722700Z,INR,72104,paid
ORD_42_442,M_1001,REF_442,CUST_23065,2026-08-12T05:31:55.722704Z,INR,19548,paid
ORD_42_443,M_1001,REF_443,CUST_29617,2026-08-27T05:31:55.722708Z,INR,15013,paid
ORD_42_444,M_1001,REF_444,CUST_18814,2026-08-26T05:31:55.722712Z,INR,169095,paid
ORD_42_445,M_1001,REF_445,CUST_5918,2026-08-09T05:31:55.722717Z,INR,155834,paid
ORD_42_446,M_1001,REF_446,CUST_30325,2026-08-10T05:31:55.722722Z,INR,145410,cancelled
ORD_42_447,M_1001,REF_447,CUST_48426,2026-07-31T05:31:55.722727Z,INR,10853,paid
ORD_42_448,M_1001,REF_448,CUST_37465,2026-08-08T05:31:55.722732Z,INR,49445,paid
ORD_42_449,M_1001,REF_449,CUST_31171,2026-08-12T05:31:55.722736Z,INR,39647,cancelled
ORD_42_450,M_1001,REF_450,CUST_29526,2026-08-25T05:31:55.722741Z,INR,90130,cancelled
ORD_42_451,M_1001,REF_451,CUST_5527,2026-08-12T05:31:55.722745Z,INR,169478,paid
ORD_42_452,M_1001,REF_452,CUST_16237,2026-08-06T05:31:55.722750Z,INR,114855,cancelled
ORD_42_453,M_1001,REF_453,CUST_34346,2026-08-12T05:31:55.722754Z,INR,159956,paid
ORD_42_454,M_1001,REF_454,CUST_24436,2026-07-30T05:31:55.722758Z,INR,74258,paid
ORD_42_455,M_1001,REF_455,CUST_22176,2026-08-07T05:31:55.722763Z,INR,156832,paid
ORD_42_456,M_1001,REF_456,CUST_41346,2026-08-08T05:31:55.722767Z,INR,87826,paid
ORD_42_457,M_1001,REF_457,CUST_6194,2026-08-11T05:31:55.722772Z,INR,177933,paid
ORD_42_458,M_1001,REF_458,CUST_16515,2026-08-05T05:31:55.722777Z,INR,172214,cancelled
ORD_42_459,M_1001,REF_459,CUST_39499,2026-08-01T05:31:55.722782Z,INR,39519,paid
ORD_42_460,M_1001,REF_460,CUST_38191,2026-08-07T05:31:55.722786Z,INR,37174,paid
ORD_42_461,M_1001,REF_461,CUST_20332,2026-07-29T05:31:55.722791Z,INR,172080,paid
ORD_42_462,M_1001,REF_462,CUST_25688,2026-08-24T05:31:55.722795Z,INR,156086,paid
ORD_42_463,M_1001,REF_463,CUST_5553,2026-08-19T05:31:55.722799Z,INR,146618,paid
ORD_42_464,M_1001,REF_464,CUST_21528,2026-08-02T05:31:55.722804Z,INR,33600,paid
ORD_42_465,M_1001,REF_465,CUST_48417,2026-08-07T05:31:55.722808Z,INR,138090,paid
ORD_42_466,M_1001,REF_466,CUST_43940,2026-08-15T05:31:55.722814Z,INR,133397,paid
ORD_42_467,M_1001,REF_467,CUST_23764,2026-08-19T05:31:55.722818Z,INR,47354,cancelled
ORD_42_468,M_1001,REF_468,CUST_22396,2026-07-29T05:31:55.722822Z,INR,127573,paid
ORD_42_469,M_1001,REF_469,CUST_9016,2026-08-24T05:31:55.722827Z,INR,20328,paid
ORD_42_470,M_1001,REF_470,CUST_6629,2026-08-12T05:31:55.722831Z,INR,141597,paid
ORD_42_471,M_1001,REF_471,CUST_34507,2026-08-27T05:31:55.722836Z,INR,173620,paid
ORD_42_472,M_1001,REF_472,CUST_40504,2026-08-24T05:31:55.722840Z,INR,156664,paid
ORD_42_473,M_1001,REF_473,CUST_10634,2026-08-23T05:31:55.722845Z,INR,181725,paid
ORD_42_474,M_1001,REF_474,CUST_10849,2026-08-05T05:31:55.722849Z,INR,114833,created
ORD_42_475,M_1001,REF_475,CUST_23875,2026-08-07T05:31:55.722853Z,INR,188735,paid
ORD_42_476,M_1001,REF_476,CUST_29112,2026-08-09T05:31:55.722858Z,INR,74792,paid
ORD_42_477,M_1001,REF_477,CUST_29421,2026-08-21T05:31:55.722862Z,INR,140087,paid
ORD_42_478,M_1001,REF_478,CUST_30738,2026-07-31T05:31:55.722866Z,INR,50960,paid
ORD_42_479,M_1001,REF_479,CUST_37384,2026-08-14T05:31:55.722872Z,INR,121126,paid
ORD_42_480,M_1001,REF_480,CUST_25027,2026-08-12T05:31:55.722877Z,INR,138370,paid
ORD_42_481,M_1001,REF_481,CUST_10621,2026-08-02T05:31:55.722881Z,INR,52449,paid
ORD_42_482,M_1001,REF_482,CUST_9071,2026-08-01T05:31:55.722887Z,INR,65636,paid
ORD_42_483,M_1001,REF_483,CUST_31496,2026-08-01T05:31:55.722892Z,INR,97411,paid
ORD_42_484,M_1001,REF_484,CUST_6724,2026-08-06T05:31:55.722896Z,INR,135342,paid
ORD_42_485,M_1001,REF_485,CUST_18682,2026-08-26T05:31:55.722900Z,INR,42124,paid
ORD_42_486,M_1001,REF_486,CUST_33644,2026-08-24T05:31:55.722906Z,INR,114780,paid
ORD_42_487,M_1001,REF_487,CUST_14552,2026-08-02T05:31:55.722911Z,INR,118360,paid
ORD_42_488,M_1001,REF_488,CUST_1748,2026-08-15T05:31:55.722915Z,INR,14060,paid
ORD_42_489,M_1001,REF_489,CUST_24508,2026-08-21T05:31:55.722920Z,INR,101331,cancelled
ORD_42_490,M_1001,REF_490,CUST_24571,2026-08-21T05:31:55.722924Z,INR,7489,paid
ORD_42_491,M_1001,REF_491,CUST_6494,2026-08-02T05:31:55.722929Z,INR,187455,paid
ORD_42_492,M_1001,REF_492,CUST_9572,2026-08-24T05:31:55.722933Z,INR,10140,paid
ORD_42_493,M_1001,REF_493,CUST_30963,2026-08-06T05:31:55.722937Z,INR,36483,paid
ORD_42_494,M_1001,REF_494,CUST_30744,2026-08-14T05:31:55.722942Z,INR,161409,created
ORD_42_495,M_1001,REF_495,CUST_5193,2026-08-28T05:31:55.722946Z,INR,67188,paid
ORD_42_496,M_1001,REF_496,CUST_9799,2026-08-11T05:31:55.722950Z,INR,190740,paid
ORD_42_497,M_1001,REF_497,CUST_27739,2026-08-25T05:31:55.722956Z,INR,75624,paid
ORD_42_498,M_1001,REF_498,CUST_7986,2026-08-27T05:31:55.722960Z,INR,62605,paid
ORD_42_499,M_1001,REF_499,CUST_40817,2026-08-14T05:31:55.722965Z,INR,16564,paid
ORD_42_500,M_1001,REF_500,CUST_32757,2026-08-09T05:31:55.722969Z,INR,140623,created
